,battingteam,bowlingteam,matchid,batsmanname,total_runs,duck,Sixes,Fours,balls,Fifties,hundreds,dreamll_score
2786,Sunrisers Hyderabad,Royal Challengers Bangalore,1136599,YK Pathan,12,0,0.0,2.0,7,0,0,18.0
2406,Royal Challengers Bangalore,Sunrisers Hyderabad,1136599,AB de Villiers,6,0,0.0,0.0,9,0,0,10.0
2407,Royal Challengers Bangalore,Sunrisers Hyderabad,1136599,C de Grandhomme,34,0,2.0,1.0,30,0,0,43.0
2780,Sunrisers Hyderabad,Royal Challengers Bangalore,1136599,Rashid Khan,2,0,0.0,0.0,3,0,0,6.0
2412,Royal Challengers Bangalore,Sunrisers Hyderabad,1136599,V Kohli,39,0,1.0,5.0,30,0,0,50.0
2410,Royal Challengers Bangalore,Sunrisers Hyderabad,1136599,Mandeep Singh,23,0,0.0,1.0,23,0,0,28.0
2411,Royal Challengers Bangalore,Sunrisers Hyderabad,1136599,PA Patel,20,0,0.0,4.0,13,0,0,28.0
836,Kings XI Punjab,Rajasthan Royals,1136600,MP Stoinis,11,0,0.0,0.0,16,0,0,15.0
831,Kings XI Punjab,Rajasthan Royals,1136600,AR Patel,9,0,0.0,1.0,5,0,0,14.0
832,Kings XI Punjab,Rajasthan Royals,1136600,CH Gayle,2,0,0.0,0.0,2,0,0,6.0
833,Kings XI Punjab,Rajasthan Royals,1136600,KK Nair,3,0,0.0,0.0,5,0,0,7.0
834,Kings XI Punjab,Rajasthan Royals,1136600,KL Rahul,101,0,2.0,12.0,70,1,1,145.0
1881,Rajasthan Royals,Kings XI Punjab,1136600,JC Buttler,83,0,1.0,9.0,59,1,0,106.0
1880,Rajasthan Royals,Kings XI Punjab,1136600,JC Archer,0,1,0.0,0.0,1,0,0,2.0
830,Kings XI Punjab,Rajasthan Royals,1136600,AJ Tye,1,0,0.0,0.0,1,0,0,5.0
1882,Rajasthan Royals,Kings XI Punjab,1136600,JD Unadkat,0,1,0.0,0.0,1,0,0,2.0
1883,Rajasthan Royals,Kings XI Punjab,1136600,K Gowtham,8,0,1.0,0.0,6,0,0,14.0
1884,Rajasthan Royals,Kings XI Punjab,1136600,MK Lomror,9,0,0.0,1.0,9,0,0,14.0
1879,Rajasthan Royals,Kings XI Punjab,1136600,BA Stokes,15,0,0.0,1.0,11,0,0,20.0
837,Kings XI Punjab,Rajasthan Royals,1136600,R Ashwin,0,1,0.0,0.0,2,0,0,2.0
1878,Rajasthan Royals,Kings XI Punjab,1136600,AM Rahane,9,0,0.0,1.0,10,0,0,14.0
1885,Rajasthan Royals,Kings XI Punjab,1136600,STR Binny,11,0,1.0,0.0,7,0,0,17.0
1886,Rajasthan Royals,Kings XI Punjab,1136600,SV Samson,23,0,1.0,1.0,18,0,0,30.0
835,Kings XI Punjab,Rajasthan Royals,1136600,MK Tiwary,7,0,0.0,0.0,8,0,0,11.0
829,Kings XI Punjab,Rajasthan Royals,1136600,AD Nath,9,0,0.0,1.0,13,0,0,14.0
1098,Kolkata Knight Riders,Mumbai Indians,1136601,PP Chawla,11,0,0.0,1.0,13,0,0,16.0
1099,Kolkata Knight Riders,Mumbai Indians,1136601,RK Singh,5,0,0.0,1.0,3,0,0,10.0
1102,Kolkata Knight Riders,Mumbai Indians,1136601,TK Curran,18,0,0.0,3.0,17,0,0,25.0
1101,Kolkata Knight Riders,Mumbai Indians,1136601,SP Narine,4,0,0.0,1.0,2,0,0,9.0
1100,Kolkata Knight Riders,Mumbai Indians,1136601,RV Uthappa,14,0,2.0,0.0,13,0,0,22.0
1097,Kolkata Knight Riders,Mumbai Indians,1136601,N Rana,21,0,1.0,2.0,19,0,0,29.0
1096,Kolkata Knight Riders,Mumbai Indians,1136601,M Prasidh Krishna,1,0,0.0,0.0,5,0,0,5.0
1092,Kolkata Knight Riders,Mumbai Indians,1136601,AD Russell,2,0,0.0,0.0,4,0,0,6.0
1094,Kolkata Knight Riders,Mumbai Indians,1136601,KD Karthik,5,0,0.0,1.0,3,0,0,10.0
1461,Mumbai Indians,Kolkata Knight Riders,1136601,BCJ Cutting,25,0,3.0,1.0,10,0,0,36.0
1462,Mumbai Indians,Kolkata Knight Riders,1136601,E Lewis,18,0,0.0,3.0,13,0,0,25.0
1093,Kolkata Knight Riders,Mumbai Indians,1136601,CA Lynn,21,0,1.0,3.0,15,0,0,30.0
1463,Mumbai Indians,Kolkata Knight Riders,1136601,HH Pandya,20,0,2.0,0.0,14,0,0,28.0
1464,Mumbai Indians,Kolkata Knight Riders,1136601,Ishan Kishan,63,0,6.0,5.0,22,1,0,92.0
1465,Mumbai Indians,Kolkata Knight Riders,1136601,KH Pandya,8,0,1.0,0.0,2,0,0,14.0
1466,Mumbai Indians,Kolkata Knight Riders,1136601,RG Sharma,38,0,1.0,2.0,32,0,0,46.0
1467,Mumbai Indians,Kolkata Knight Riders,1136601,SA Yadav,38,0,1.0,5.0,32,0,0,49.0
1095,Kolkata Knight Riders,Mumbai Indians,1136601,Kuldeep Yadav,6,0,0.0,0.0,15,0,0,10.0
676,Delhi Daredevils,Sunrisers Hyderabad,1136602,GJ Maxwell,9,0,0.0,1.0,8,0,0,14.0
679,Delhi Daredevils,Sunrisers Hyderabad,1136602,PP Shaw,9,0,0.0,1.0,11,0,0,14.0
2571,Sunrisers Hyderabad,Delhi Daredevils,1136602,AD Hales,14,0,0.0,3.0,10,0,0,21.0
2572,Sunrisers Hyderabad,Delhi Daredevils,1136602,KS Williamson,83,0,2.0,8.0,53,1,0,107.0
2573,Sunrisers Hyderabad,Delhi Daredevils,1136602,S Dhawan,94,0,4.0,9.0,51,1,0,123.0
681,Delhi Daredevils,Sunrisers Hyderabad,1136602,SS Iyer,3,0,0.0,0.0,8,0,0,7.0
680,Delhi Daredevils,Sunrisers Hyderabad,1136602,RR Pant,130,0,7.0,15.0,64,1,1,187.0
677,Delhi Daredevils,Sunrisers Hyderabad,1136602,HV Patel,24,0,2.0,0.0,17,0,0,32.0
678,Delhi Daredevils,Sunrisers Hyderabad,1136602,JJ Roy,12,0,0.0,2.0,13,0,0,18.0
1778,Rajasthan Royals,Chennai Super Kings,1136603,P Chopra,8,0,0.0,2.0,6,0,0,14.0
209,Chennai Super Kings,Rajasthan Royals,1136603,DJ Bravo,1,0,0.0,0.0,1,0,0,5.0
1776,Rajasthan Royals,Chennai Super Kings,1136603,JC Buttler,96,0,2.0,11.0,60,1,0,123.0
1777,Rajasthan Royals,Chennai Super Kings,1136603,K Gowtham,14,0,2.0,0.0,5,0,0,22.0
1779,Rajasthan Royals,Chennai Super Kings,1136603,STR Binny,22,0,1.0,1.0,17,0,0,29.0
1780,Rajasthan Royals,Chennai Super Kings,1136603,SV Samson,22,0,0.0,2.0,23,0,0,28.0
208,Chennai Super Kings,Rajasthan Royals,1136603,AT Rayudu,12,0,0.0,2.0,9,0,0,18.0
210,Chennai Super Kings,Rajasthan Royals,1136603,MS Dhoni,35,0,1.0,1.0,25,0,0,42.0
1775,Rajasthan Royals,Chennai Super Kings,1136603,BA Stokes,11,0,1.0,1.0,7,0,0,18.0
212,Chennai Super Kings,Rajasthan Royals,1136603,SR Watson,41,0,2.0,2.0,33,0,0,51.0
211,Chennai Super Kings,Rajasthan Royals,1136603,SK Raina,59,0,1.0,6.0,41,1,0,79.0
213,Chennai Super Kings,Rajasthan Royals,1136603,SW Billings,28,0,0.0,3.0,22,0,0,35.0
1774,Rajasthan Royals,Chennai Super Kings,1136603,AM Rahane,4,0,0.0,1.0,3,0,0,9.0
774,Kings XI Punjab,Kolkata Knight Riders,1136604,R Ashwin,47,0,3.0,4.0,24,0,0,61.0
773,Kings XI Punjab,Kolkata Knight Riders,1136604,MM Sharma,4,0,0.0,1.0,3,0,0,9.0
772,Kings XI Punjab,Kolkata Knight Riders,1136604,MA Agarwal,0,1,0.0,0.0,1,0,0,2.0
769,Kings XI Punjab,Kolkata Knight Riders,1136604,CH Gayle,21,0,1.0,2.0,17,0,0,29.0
771,Kings XI Punjab,Kolkata Knight Riders,1136604,KL Rahul,68,0,7.0,2.0,31,1,0,96.0
1073,Kolkata Knight Riders,Kings XI Punjab,1136604,Shubman Gill,16,0,0.0,3.0,8,0,0,23.0
1072,Kolkata Knight Riders,Kings XI Punjab,1136604,SP Narine,76,0,4.0,9.0,37,1,0,105.0
1071,Kolkata Knight Riders,Kings XI Punjab,1136604,RV Uthappa,25,0,1.0,2.0,18,0,0,33.0
765,Kings XI Punjab,Kolkata Knight Riders,1136604,AJ Finch,34,0,3.0,0.0,20,0,0,44.0
766,Kings XI Punjab,Kolkata Knight Riders,1136604,AJ Tye,16,0,1.0,1.0,11,0,0,23.0
767,Kings XI Punjab,Kolkata Knight Riders,1136604,AR Patel,20,0,1.0,2.0,12,0,0,28.0
768,Kings XI Punjab,Kolkata Knight Riders,1136604,BB Sran,1,0,0.0,0.0,1,0,0,5.0
770,Kings XI Punjab,Kolkata Knight Riders,1136604,KK Nair,3,0,0.0,0.0,6,0,0,7.0
1069,Kolkata Knight Riders,Kings XI Punjab,1136604,KD Karthik,51,0,3.0,5.0,24,1,0,74.0
1066,Kolkata Knight Riders,Kings XI Punjab,1136604,AD Russell,32,0,3.0,2.0,15,0,0,44.0
1067,Kolkata Knight Riders,Kings XI Punjab,1136604,CA Lynn,27,0,2.0,2.0,17,0,0,37.0
1068,Kolkata Knight Riders,Kings XI Punjab,1136604,JPR Scantlebury-Searles,6,0,1.0,0.0,1,0,0,12.0
1070,Kolkata Knight Riders,Kings XI Punjab,1136604,N Rana,12,0,1.0,1.0,5,0,0,19.0
2219,Royal Challengers Bangalore,Delhi Daredevils,1136605,V Kohli,72,0,3.0,7.0,42,1,0,97.0
2218,Royal Challengers Bangalore,Delhi Daredevils,1136605,SN Khan,13,0,0.0,2.0,10,0,0,19.0
2217,Royal Challengers Bangalore,Delhi Daredevils,1136605,PA Patel,10,0,0.0,2.0,8,0,0,16.0
2216,Royal Challengers Bangalore,Delhi Daredevils,1136605,Mandeep Singh,13,0,1.0,0.0,14,0,0,19.0
2215,Royal Challengers Bangalore,Delhi Daredevils,1136605,MM Ali,1,0,0.0,0.0,3,0,0,5.0
2214,Royal Challengers Bangalore,Delhi Daredevils,1136605,C de Grandhomme,6,0,0.0,0.0,5,0,0,10.0
2213,Royal Challengers Bangalore,Delhi Daredevils,1136605,AB de Villiers,72,0,6.0,4.0,37,1,0,100.0
663,Delhi Daredevils,Royal Challengers Bangalore,1136605,Abhishek Sharma,47,0,4.0,3.0,20,0,0,62.0
664,Delhi Daredevils,Royal Challengers Bangalore,1136605,JJ Roy,13,0,1.0,1.0,10,0,0,20.0
665,Delhi Daredevils,Royal Challengers Bangalore,1136605,PP Shaw,2,0,0.0,0.0,4,0,0,6.0
666,Delhi Daredevils,Royal Challengers Bangalore,1136605,RR Pant,62,0,4.0,5.0,35,1,0,87.0
668,Delhi Daredevils,Royal Challengers Bangalore,1136605,V Shankar,22,0,0.0,2.0,20,0,0,28.0
667,Delhi Daredevils,Royal Challengers Bangalore,1136605,SS Iyer,35,0,0.0,3.0,37,0,0,42.0
2463,Sunrisers Hyderabad,Chennai Super Kings,1136606,DJ Hooda,25,0,1.0,1.0,15,0,0,32.0
296,Chennai Super Kings,Sunrisers Hyderabad,1136606,AT Rayudu,100,0,7.0,7.0,62,1,1,149.0
297,Chennai Super Kings,Sunrisers Hyderabad,1136606,MS Dhoni,21,0,1.0,1.0,15,0,0,28.0
298,Chennai Super Kings,Sunrisers Hyderabad,1136606,SK Raina,2,0,0.0,0.0,3,0,0,6.0
299,Chennai Super Kings,Sunrisers Hyderabad,1136606,SR Watson,57,0,3.0,5.0,35,1,0,80.0
2462,Sunrisers Hyderabad,Chennai Super Kings,1136606,AD Hales,2,0,0.0,0.0,9,0,0,6.0
2464,Sunrisers Hyderabad,Chennai Super Kings,1136606,KS Williamson,52,0,2.0,5.0,39,1,0,73.0
2467,Sunrisers Hyderabad,Chennai Super Kings,1136606,Shakib Al Hasan,8,0,0.0,1.0,6,0,0,13.0
2466,Sunrisers Hyderabad,Chennai Super Kings,1136606,S Dhawan,87,0,3.0,10.0,55,1,0,115.0
2465,Sunrisers Hyderabad,Chennai Super Kings,1136606,MK Pandey,5,0,0.0,0.0,6,0,0,9.0
1529,Mumbai Indians,Rajasthan Royals,1136607,HH Pandya,38,0,2.0,3.0,23,0,0,49.0
1530,Mumbai Indians,Rajasthan Royals,1136607,Ishan Kishan,12,0,0.0,1.0,11,0,0,17.0
1982,Rajasthan Royals,Mumbai Indians,1136607,SV Samson,28,0,2.0,2.0,15,0,0,38.0
1981,Rajasthan Royals,Mumbai Indians,1136607,JC Buttler,95,0,5.0,9.0,54,1,0,126.0
1980,Rajasthan Royals,Mumbai Indians,1136607,DJM Short,9,0,0.0,1.0,6,0,0,14.0
1979,Rajasthan Royals,Mumbai Indians,1136607,AM Rahane,39,0,0.0,4.0,37,0,0,47.0
1527,Mumbai Indians,Rajasthan Royals,1136607,BCJ Cutting,11,0,1.0,0.0,7,0,0,17.0
1528,Mumbai Indians,Rajasthan Royals,1136607,E Lewis,64,0,4.0,4.0,45,1,0,88.0
1533,Mumbai Indians,Rajasthan Royals,1136607,SA Yadav,39,0,0.0,7.0,32,0,0,50.0
1532,Mumbai Indians,Rajasthan Royals,1136607,RG Sharma,0,1,0.0,0.0,1,0,0,2.0
1531,Mumbai Indians,Rajasthan Royals,1136607,KH Pandya,4,0,0.0,0.0,8,0,0,8.0
872,Kings XI Punjab,Royal Challengers Bangalore,1136608,KK Nair,1,0,0.0,0.0,3,0,0,5.0
871,Kings XI Punjab,Royal Challengers Bangalore,1136608,CH Gayle,18,0,0.0,4.0,14,0,0,26.0
869,Kings XI Punjab,Royal Challengers Bangalore,1136608,AR Patel,11,0,0.0,0.0,14,0,0,15.0
2228,Royal Challengers Bangalore,Kings XI Punjab,1136608,PA Patel,41,0,0.0,7.0,22,0,0,52.0
867,Kings XI Punjab,Royal Challengers Bangalore,1136608,AJ Finch,28,0,2.0,1.0,25,0,0,37.0
2229,Royal Challengers Bangalore,Kings XI Punjab,1136608,V Kohli,51,0,2.0,6.0,29,1,0,73.0
873,Kings XI Punjab,Royal Challengers Bangalore,1136608,KL Rahul,22,0,3.0,0.0,15,0,0,32.0
868,Kings XI Punjab,Royal Challengers Bangalore,1136608,AJ Tye,0,1,0.0,0.0,3,0,0,2.0
874,Kings XI Punjab,Royal Challengers Bangalore,1136608,MA Agarwal,2,0,0.0,0.0,6,0,0,6.0
870,Kings XI Punjab,Royal Challengers Bangalore,1136608,AS Rajpoot,1,0,0.0,0.0,5,0,0,5.0
876,Kings XI Punjab,Royal Challengers Bangalore,1136608,MP Stoinis,2,0,0.0,0.0,3,0,0,6.0
875,Kings XI Punjab,Royal Challengers Bangalore,1136608,MM Sharma,3,0,0.0,0.0,5,0,0,7.0
877,Kings XI Punjab,Royal Challengers Bangalore,1136608,R Ashwin,0,1,0.0,0.0,1,0,0,2.0
1933,Rajasthan Royals,Kolkata Knight Riders,1136609,SV Samson,12,0,0.0,2.0,10,0,0,18.0
1926,Rajasthan Royals,Kolkata Knight Riders,1136609,IS Sodhi,1,0,0.0,0.0,6,0,0,5.0
1925,Rajasthan Royals,Kolkata Knight Riders,1136609,BA Stokes,11,0,0.0,0.0,13,0,0,15.0
1924,Rajasthan Royals,Kolkata Knight Riders,1136609,Anureet Singh,4,0,0.0,0.0,4,0,0,8.0
1923,Rajasthan Royals,Kolkata Knight Riders,1136609,AM Rahane,11,0,0.0,1.0,12,0,0,16.0
1930,Rajasthan Royals,Kolkata Knight Riders,1136609,K Gowtham,3,0,0.0,0.0,5,0,0,7.0
1163,Kolkata Knight Riders,Rajasthan Royals,1136609,SP Narine,21,0,2.0,2.0,7,0,0,31.0
1162,Kolkata Knight Riders,Rajasthan Royals,1136609,RV Uthappa,4,0,0.0,0.0,6,0,0,8.0
1161,Kolkata Knight Riders,Rajasthan Royals,1136609,N Rana,22,0,1.0,2.0,18,0,0,30.0
1160,Kolkata Knight Riders,Rajasthan Royals,1136609,KD Karthik,42,0,1.0,5.0,31,0,0,53.0
1159,Kolkata Knight Riders,Rajasthan Royals,1136609,CA Lynn,45,0,1.0,5.0,42,0,0,56.0
1158,Kolkata Knight Riders,Rajasthan Royals,1136609,AD Russell,11,0,0.0,2.0,5,0,0,17.0
1929,Rajasthan Royals,Kolkata Knight Riders,1136609,JD Unadkat,26,0,1.0,3.0,18,0,0,35.0
1928,Rajasthan Royals,Kolkata Knight Riders,1136609,JC Buttler,40,0,2.0,5.0,23,0,0,53.0
1927,Rajasthan Royals,Kolkata Knight Riders,1136609,JC Archer,6,0,0.0,1.0,5,0,0,11.0
1932,Rajasthan Royals,Kolkata Knight Riders,1136609,STR Binny,1,0,0.0,0.0,4,0,0,5.0
1931,Rajasthan Royals,Kolkata Knight Riders,1136609,RA Tripathi,27,0,1.0,4.0,15,0,0,37.0
799,Kings XI Punjab,Mumbai Indians,1136610,KL Rahul,99,0,3.0,10.0,64,1,0,127.0
800,Kings XI Punjab,Mumbai Indians,1136610,MK Tiwary,4,0,0.0,1.0,1,0,0,9.0
1428,Mumbai Indians,Kings XI Punjab,1136610,M Markande,8,0,0.0,1.0,5,0,0,13.0
797,Kings XI Punjab,Mumbai Indians,1136610,AR Patel,12,0,1.0,0.0,8,0,0,18.0
796,Kings XI Punjab,Mumbai Indians,1136610,AJ Finch,47,0,1.0,3.0,35,0,0,56.0
1431,Mumbai Indians,Kings XI Punjab,1136610,SA Yadav,28,0,2.0,3.0,15,0,0,39.0
1430,Mumbai Indians,Kings XI Punjab,1136610,RG Sharma,6,0,0.0,0.0,10,0,0,10.0
1429,Mumbai Indians,Kings XI Punjab,1136610,MJ McClenaghan,14,0,1.0,1.0,8,0,0,21.0
801,Kings XI Punjab,Mumbai Indians,1136610,MP Stoinis,1,0,0.0,0.0,2,0,0,5.0
798,Kings XI Punjab,Mumbai Indians,1136610,CH Gayle,18,0,1.0,2.0,11,0,0,26.0
1425,Mumbai Indians,Kings XI Punjab,1136610,Ishan Kishan,20,0,2.0,1.0,12,0,0,29.0
802,Kings XI Punjab,Mumbai Indians,1136610,Yuvraj Singh,2,0,0.0,0.0,4,0,0,6.0
1424,Mumbai Indians,Kings XI Punjab,1136610,HH Pandya,10,0,0.0,0.0,13,0,0,14.0
1423,Mumbai Indians,Kings XI Punjab,1136610,E Lewis,11,0,1.0,0.0,8,0,0,17.0
1422,Mumbai Indians,Kings XI Punjab,1136610,BCJ Cutting,4,0,0.0,0.0,7,0,0,8.0
1426,Mumbai Indians,Kings XI Punjab,1136610,KA Pollard,51,0,3.0,5.0,24,1,0,74.0
1427,Mumbai Indians,Kings XI Punjab,1136610,KH Pandya,34,0,2.0,1.0,24,0,0,43.0
2787,Sunrisers Hyderabad,Royal Challengers Bangalore,1136611,AD Hales,37,0,3.0,2.0,24,0,0,49.0
2788,Sunrisers Hyderabad,Royal Challengers Bangalore,1136611,DJ Hooda,1,0,0.0,0.0,1,0,0,5.0
2789,Sunrisers Hyderabad,Royal Challengers Bangalore,1136611,KS Williamson,82,0,5.0,7.0,42,1,0,111.0
2790,Sunrisers Hyderabad,Royal Challengers Bangalore,1136611,MK Pandey,66,0,2.0,7.0,41,1,0,89.0
2791,Sunrisers Hyderabad,Royal Challengers Bangalore,1136611,S Dhawan,18,0,2.0,0.0,15,0,0,26.0
2415,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,MM Ali,65,0,6.0,2.0,34,1,0,91.0
2414,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,C de Grandhomme,41,0,4.0,1.0,17,0,0,54.0
2416,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,Mandeep Singh,4,0,0.0,0.0,6,0,0,8.0
2417,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,PA Patel,1,0,0.0,0.0,4,0,0,5.0
2418,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,SN Khan,23,0,1.0,3.0,8,0,0,32.0
2419,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,TG Southee,1,0,0.0,0.0,1,0,0,5.0
2420,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,V Kohli,12,0,0.0,2.0,11,0,0,18.0
2413,Royal Challengers Bangalore,Sunrisers Hyderabad,1136611,AB de Villiers,71,0,1.0,12.0,41,1,0,97.0
42,Chennai Super Kings,Delhi Daredevils,1136612,MS Dhoni,17,0,0.0,1.0,23,0,0,22.0
601,Delhi Daredevils,Chennai Super Kings,1136612,V Shankar,38,0,2.0,2.0,30,0,0,48.0
44,Chennai Super Kings,Delhi Daredevils,1136612,SK Raina,15,0,0.0,1.0,18,0,0,20.0
39,Chennai Super Kings,Delhi Daredevils,1136612,AT Rayudu,50,0,4.0,4.0,29,1,0,74.0
40,Chennai Super Kings,Delhi Daredevils,1136612,DJ Bravo,1,0,0.0,0.0,2,0,0,5.0
41,Chennai Super Kings,Delhi Daredevils,1136612,DL Chahar,1,0,0.0,0.0,2,0,0,5.0
46,Chennai Super Kings,Delhi Daredevils,1136612,SW Billings,1,0,0.0,0.0,5,0,0,5.0
43,Chennai Super Kings,Delhi Daredevils,1136612,RA Jadeja,28,0,2.0,0.0,18,0,0,36.0
45,Chennai Super Kings,Delhi Daredevils,1136612,SR Watson,15,0,1.0,0.0,23,0,0,21.0
600,Delhi Daredevils,Chennai Super Kings,1136612,SS Iyer,21,0,0.0,3.0,22,0,0,28.0
597,Delhi Daredevils,Chennai Super Kings,1136612,HV Patel,36,0,4.0,1.0,16,0,0,49.0
599,Delhi Daredevils,Chennai Super Kings,1136612,RR Pant,40,0,2.0,3.0,27,0,0,51.0
595,Delhi Daredevils,Chennai Super Kings,1136612,Abhishek Sharma,2,0,0.0,0.0,4,0,0,6.0
596,Delhi Daredevils,Chennai Super Kings,1136612,GJ Maxwell,6,0,0.0,0.0,8,0,0,10.0
598,Delhi Daredevils,Chennai Super Kings,1136612,PP Shaw,19,0,1.0,1.0,19,0,0,26.0
2376,Royal Challengers Bangalore,Rajasthan Royals,1136613,MM Ali,1,0,0.0,0.0,2,0,0,5.0
2384,Royal Challengers Bangalore,Rajasthan Royals,1136613,YS Chahal,1,0,0.0,0.0,4,0,0,5.0
2038,Rajasthan Royals,Royal Challengers Bangalore,1136613,AM Rahane,35,0,0.0,3.0,32,0,0,42.0
2383,Royal Challengers Bangalore,Rajasthan Royals,1136613,V Kohli,4,0,0.0,0.0,9,0,0,8.0
2382,Royal Challengers Bangalore,Rajasthan Royals,1136613,UT Yadav,0,1,0.0,0.0,1,0,0,2.0
2381,Royal Challengers Bangalore,Rajasthan Royals,1136613,TG Southee,14,0,0.0,2.0,17,0,0,20.0
2380,Royal Challengers Bangalore,Rajasthan Royals,1136613,SN Khan,7,0,0.0,1.0,8,0,0,12.0
2379,Royal Challengers Bangalore,Rajasthan Royals,1136613,PA Patel,34,0,2.0,3.0,21,0,0,45.0
2378,Royal Challengers Bangalore,Rajasthan Royals,1136613,Mohammed Siraj,15,0,0.0,2.0,13,0,0,21.0
2377,Royal Challengers Bangalore,Rajasthan Royals,1136613,Mandeep Singh,3,0,0.0,0.0,4,0,0,7.0
2042,Rajasthan Royals,Royal Challengers Bangalore,1136613,RA Tripathi,82,0,3.0,5.0,60,1,0,105.0
2041,Rajasthan Royals,Royal Challengers Bangalore,1136613,K Gowtham,14,0,2.0,0.0,5,0,0,22.0
2040,Rajasthan Royals,Royal Challengers Bangalore,1136613,JC Archer,0,1,0.0,0.0,4,0,0,2.0
2039,Rajasthan Royals,Royal Challengers Bangalore,1136613,H Klaasen,33,0,1.0,3.0,22,0,0,42.0
2375,Royal Challengers Bangalore,Rajasthan Royals,1136613,C de Grandhomme,2,0,0.0,0.0,3,0,0,6.0
2374,Royal Challengers Bangalore,Rajasthan Royals,1136613,AB de Villiers,53,0,0.0,7.0,35,1,0,72.0
2043,Rajasthan Royals,Royal Challengers Bangalore,1136613,SV Samson,0,1,0.0,0.0,1,0,0,2.0
2622,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,SP Goswami,42,0,1.0,5.0,28,0,0,53.0
2623,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,Shakib Al Hasan,10,0,0.0,2.0,7,0,0,16.0
2624,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,YK Pathan,3,0,0.0,0.0,5,0,0,7.0
2617,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,CR Brathwaite,3,0,0.0,0.0,4,0,0,7.0
2616,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,B Kumar,0,1,0.0,0.0,1,0,0,2.0
2619,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,MK Pandey,27,0,1.0,2.0,23,0,0,35.0
1254,Kolkata Knight Riders,Sunrisers Hyderabad,1136614,SP Narine,31,0,2.0,4.0,12,0,0,43.0
1253,Kolkata Knight Riders,Sunrisers Hyderabad,1136614,RV Uthappa,46,0,2.0,3.0,34,0,0,57.0
1252,Kolkata Knight Riders,Sunrisers Hyderabad,1136614,N Rana,7,0,0.0,1.0,5,0,0,12.0
1251,Kolkata Knight Riders,Sunrisers Hyderabad,1136614,KD Karthik,28,0,1.0,1.0,24,0,0,35.0
1250,Kolkata Knight Riders,Sunrisers Hyderabad,1136614,CA Lynn,57,0,3.0,4.0,44,1,0,79.0
2618,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,KS Williamson,36,0,3.0,1.0,17,0,0,47.0
1249,Kolkata Knight Riders,Sunrisers Hyderabad,1136614,AD Russell,4,0,0.0,1.0,4,0,0,9.0
2621,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,S Dhawan,51,0,1.0,5.0,40,1,0,70.0
2620,Sunrisers Hyderabad,Kolkata Knight Riders,1136614,Rashid Khan,0,1,0.0,0.0,1,0,0,2.0
1406,Mumbai Indians,Delhi Daredevils,1136615,BCJ Cutting,37,0,3.0,2.0,20,0,0,49.0
1415,Mumbai Indians,Delhi Daredevils,1136615,SA Yadav,12,0,1.0,1.0,4,0,0,19.0
1407,Mumbai Indians,Delhi Daredevils,1136615,E Lewis,49,0,4.0,3.0,32,0,0,64.0
1414,Mumbai Indians,Delhi Daredevils,1136615,RG Sharma,14,0,0.0,1.0,12,0,0,19.0
1412,Mumbai Indians,Delhi Daredevils,1136615,KH Pandya,4,0,0.0,1.0,3,0,0,9.0
1411,Mumbai Indians,Delhi Daredevils,1136615,KA Pollard,7,0,0.0,0.0,7,0,0,11.0
1409,Mumbai Indians,Delhi Daredevils,1136615,Ishan Kishan,6,0,0.0,0.0,14,0,0,10.0
1408,Mumbai Indians,Delhi Daredevils,1136615,HH Pandya,29,0,1.0,2.0,18,0,0,37.0
645,Delhi Daredevils,Mumbai Indians,1136615,V Shankar,45,0,2.0,3.0,32,0,0,56.0
644,Delhi Daredevils,Mumbai Indians,1136615,SS Iyer,6,0,0.0,0.0,10,0,0,10.0
1413,Mumbai Indians,Delhi Daredevils,1136615,M Markande,5,0,0.0,0.0,11,0,0,9.0
642,Delhi Daredevils,Mumbai Indians,1136615,PP Shaw,12,0,0.0,2.0,8,0,0,18.0
641,Delhi Daredevils,Mumbai Indians,1136615,GJ Maxwell,25,0,0.0,4.0,19,0,0,33.0
640,Delhi Daredevils,Mumbai Indians,1136615,Abhishek Sharma,17,0,1.0,0.0,11,0,0,23.0
1410,Mumbai Indians,Delhi Daredevils,1136615,JJ Bumrah,0,1,0.0,0.0,1,0,0,2.0
643,Delhi Daredevils,Mumbai Indians,1136615,RR Pant,69,0,4.0,5.0,45,1,0,94.0
693,Kings XI Punjab,Chennai Super Kings,1136616,AS Rajpoot,2,0,0.0,0.0,4,0,0,6.0
694,Kings XI Punjab,Chennai Super Kings,1136616,CH Gayle,0,1,0.0,0.0,2,0,0,2.0
