battingteam,bowlingteam,matchid,batsmanname,total_runs,duck,Sixes,Fours,balls,Fifties,hundreds,dreamll_score
Mumbai Indians,Rajasthan Royals,1136581,RG Sharma,0,1,0.0,0.0,1,0,0,2.0
Mumbai Indians,Rajasthan Royals,1136581,SA Yadav,76,0,3.0,6.0,50,1,0,100.0
Mumbai Indians,Rajasthan Royals,1136607,BCJ Cutting,11,0,1.0,0.0,7,0,0,17.0
Mumbai Indians,Rajasthan Royals,1136607,E Lewis,64,0,4.0,4.0,45,1,0,88.0
Mumbai Indians,Rajasthan Royals,1136607,HH Pandya,38,0,2.0,3.0,23,0,0,49.0
Mumbai Indians,Rajasthan Royals,1136607,Ishan Kishan,12,0,0.0,1.0,11,0,0,17.0
Mumbai Indians,Rajasthan Royals,1136607,KH Pandya,4,0,0.0,0.0,8,0,0,8.0
Mumbai Indians,Rajasthan Royals,1136607,RG Sharma,0,1,0.0,0.0,1,0,0,2.0
Mumbai Indians,Rajasthan Royals,1136607,SA Yadav,39,0,0.0,7.0,32,0,0,50.0
Mumbai Indians,Rajasthan Royals,1178402,HH Pandya,30,0,3.0,1.0,13,0,0,41.0
Mumbai Indians,Rajasthan Royals,1178402,Ishan Kishan,5,0,0.0,1.0,3,0,0,10.0
Mumbai Indians,Rajasthan Royals,1178402,KA Pollard,6,0,0.0,0.0,12,0,0,10.0
Mumbai Indians,Rajasthan Royals,1178402,Q de Kock,83,0,4.0,6.0,53,1,0,109.0
Mumbai Indians,Rajasthan Royals,1178402,RG Sharma,47,0,1.0,6.0,32,0,0,59.0
Mumbai Indians,Rajasthan Royals,1178402,SA Yadav,16,0,1.0,0.0,10,0,0,22.0
Mumbai Indians,Rajasthan Royals,1178411,BCJ Cutting,13,0,1.0,1.0,9,0,0,20.0
Mumbai Indians,Rajasthan Royals,1178411,HH Pandya,25,0,1.0,2.0,17,0,0,33.0
Mumbai Indians,Rajasthan Royals,1178411,KA Pollard,10,0,1.0,0.0,7,0,0,16.0
Mumbai Indians,Rajasthan Royals,1178411,KH Pandya,2,0,0.0,0.0,2,0,0,6.0
Mumbai Indians,Rajasthan Royals,1178411,Q de Kock,66,0,2.0,6.0,48,1,0,88.0
Mumbai Indians,Rajasthan Royals,1178411,RG Sharma,5,0,0.0,1.0,7,0,0,10.0
Mumbai Indians,Rajasthan Royals,1178411,SA Yadav,40,0,1.0,2.0,34,0,0,48.0
Mumbai Indians,Rajasthan Royals,1216511,HH Pandya,33,0,1.0,2.0,20,0,0,41.0
Mumbai Indians,Rajasthan Royals,1216511,Ishan Kishan,0,1,0.0,0.0,1,0,0,2.0
Mumbai Indians,Rajasthan Royals,1216511,KH Pandya,13,0,1.0,0.0,17,0,0,19.0
Mumbai Indians,Rajasthan Royals,1216511,Q de Kock,24,0,1.0,3.0,15,0,0,33.0
Mumbai Indians,Rajasthan Royals,1216511,RG Sharma,37,0,3.0,2.0,24,0,0,49.0
Mumbai Indians,Rajasthan Royals,1216511,SA Yadav,82,0,2.0,11.0,48,1,0,109.0
Mumbai Indians,Rajasthan Royals,1254081,KA Pollard,20,0,1.0,3.0,8,0,0,29.0
Mumbai Indians,Rajasthan Royals,1254081,KH Pandya,41,0,2.0,2.0,27,0,0,51.0
Mumbai Indians,Rajasthan Royals,1254081,Q de Kock,80,0,2.0,8.0,50,1,0,104.0
Mumbai Indians,Rajasthan Royals,1254081,RG Sharma,15,0,1.0,0.0,17,0,0,21.0
Mumbai Indians,Rajasthan Royals,1254081,SA Yadav,16,0,0.0,3.0,10,0,0,23.0
Mumbai Indians,Royal Challengers Bangalore,1136574,E Lewis,75,0,5.0,6.0,44,1,0,103.0
Mumbai Indians,Royal Challengers Bangalore,1136574,HH Pandya,17,0,2.0,1.0,5,0,0,26.0
Mumbai Indians,Royal Challengers Bangalore,1136574,Ishan Kishan,0,1,0.0,0.0,1,0,0,2.0
Mumbai Indians,Royal Challengers Bangalore,1136574,KA Pollard,6,0,0.0,0.0,8,0,0,10.0
Mumbai Indians,Royal Challengers Bangalore,1136574,KH Pandya,16,0,1.0,1.0,13,0,0,23.0
Mumbai Indians,Royal Challengers Bangalore,1136574,MJ McClenaghan,2,0,0.0,0.0,1,0,0,6.0
Mumbai Indians,Royal Challengers Bangalore,1136574,RG Sharma,97,0,5.0,10.0,54,1,0,129.0
Mumbai Indians,Royal Challengers Bangalore,1136574,SA Yadav,0,1,0.0,0.0,1,0,0,2.0
Mumbai Indians,Royal Challengers Bangalore,1136591,BCJ Cutting,12,0,1.0,1.0,6,0,0,19.0
Mumbai Indians,Royal Challengers Bangalore,1136591,HH Pandya,59,0,1.0,5.0,45,1,0,78.0
Mumbai Indians,Royal Challengers Bangalore,1136591,Ishan Kishan,0,1,0.0,0.0,1,0,0,2.0
Mumbai Indians,Royal Challengers Bangalore,1136591,JP Duminy,33,0,0.0,3.0,34,0,0,40.0
Mumbai Indians,Royal Challengers Bangalore,1136591,KA Pollard,15,0,0.0,1.0,15,0,0,20.0
Mumbai Indians,Royal Challengers Bangalore,1136591,KH Pandya,24,0,1.0,1.0,19,0,0,31.0
Mumbai Indians,Royal Challengers Bangalore,1136591,RG Sharma,0,1,0.0,0.0,1,0,0,2.0
Mumbai Indians,Royal Challengers Bangalore,1136591,SA Yadav,10,0,0.0,2.0,9,0,0,16.0
Mumbai Indians,Royal Challengers Bangalore,1175362,HH Pandya,34,0,3.0,2.0,15,0,0,46.0
Mumbai Indians,Royal Challengers Bangalore,1175362,JJ Bumrah,1,0,0.0,0.0,1,0,0,5.0
Mumbai Indians,Royal Challengers Bangalore,1175362,KA Pollard,6,0,0.0,0.0,7,0,0,10.0
Mumbai Indians,Royal Challengers Bangalore,1175362,KH Pandya,1,0,0.0,0.0,2,0,0,5.0
Mumbai Indians,Royal Challengers Bangalore,1175362,M Markande,6,0,0.0,1.0,5,0,0,11.0
Mumbai Indians,Royal Challengers Bangalore,1175362,MJ McClenaghan,1,0,0.0,0.0,4,0,0,5.0
Mumbai Indians,Royal Challengers Bangalore,1175362,Q de Kock,23,0,1.0,2.0,20,0,0,31.0
Mumbai Indians,Royal Challengers Bangalore,1175362,RG Sharma,48,0,1.0,8.0,33,0,0,62.0
Mumbai Indians,Royal Challengers Bangalore,1175362,SA Yadav,43,0,1.0,5.0,25,0,0,54.0
Mumbai Indians,Royal Challengers Bangalore,1175362,Yuvraj Singh,24,0,3.0,0.0,13,0,0,34.0
Mumbai Indians,Royal Challengers Bangalore,1178406,HH Pandya,40,0,2.0,5.0,19,0,0,53.0
Mumbai Indians,Royal Challengers Bangalore,1178406,Ishan Kishan,21,0,3.0,0.0,9,0,0,31.0
Mumbai Indians,Royal Challengers Bangalore,1178406,KH Pandya,12,0,0.0,1.0,22,0,0,17.0
Mumbai Indians,Royal Challengers Bangalore,1178406,Q de Kock,41,0,2.0,5.0,27,0,0,54.0
Mumbai Indians,Royal Challengers Bangalore,1178406,RG Sharma,29,0,2.0,2.0,20,0,0,39.0
Mumbai Indians,Royal Challengers Bangalore,1178406,SA Yadav,29,0,1.0,2.0,23,0,0,37.0
Mumbai Indians,Royal Challengers Bangalore,1216547,HH Pandya,15,0,1.0,0.0,13,0,0,21.0
Mumbai Indians,Royal Challengers Bangalore,1216547,Ishan Kishan,101,0,9.0,2.0,59,1,1,149.0
Mumbai Indians,Royal Challengers Bangalore,1216547,KA Pollard,62,0,5.0,3.0,25,1,0,87.0
Mumbai Indians,Royal Challengers Bangalore,1216547,Q de Kock,15,0,0.0,1.0,16,0,0,20.0
Mumbai Indians,Royal Challengers Bangalore,1216547,RG Sharma,8,0,1.0,0.0,8,0,0,14.0
Mumbai Indians,Royal Challengers Bangalore,1216547,SA Yadav,0,1,0.0,0.0,2,0,0,2.0
Mumbai Indians,Royal Challengers Bangalore,1254058,CA Lynn,50,0,3.0,4.0,35,1,0,72.0
Mumbai Indians,Royal Challengers Bangalore,1254058,HH Pandya,13,0,0.0,2.0,10,0,0,19.0
Mumbai Indians,Royal Challengers Bangalore,1254058,Ishan Kishan,29,0,1.0,2.0,20,0,0,37.0
Mumbai Indians,Royal Challengers Bangalore,1254058,JJ Bumrah,1,0,0.0,0.0,2,0,0,5.0
Mumbai Indians,Royal Challengers Bangalore,1254058,KA Pollard,7,0,0.0,1.0,9,0,0,12.0
Mumbai Indians,Royal Challengers Bangalore,1254058,KH Pandya,8,0,0.0,0.0,7,0,0,12.0
Mumbai Indians,Royal Challengers Bangalore,1254058,Marco Jansen,0,1,0.0,0.0,2,0,0,2.0
Mumbai Indians,Royal Challengers Bangalore,1254058,RG Sharma,19,0,1.0,1.0,15,0,0,26.0
Mumbai Indians,Royal Challengers Bangalore,1254058,SA Yadav,32,0,1.0,4.0,23,0,0,42.0
Mumbai Indians,Royal Challengers Bangalore,1254108,Adam Milne,0,1,0.0,0.0,1,0,0,2.0
Mumbai Indians,Royal Challengers Bangalore,1254108,HH Pandya,4,0,0.0,0.0,7,0,0,8.0
Mumbai Indians,Royal Challengers Bangalore,1254108,Ishan Kishan,9,0,0.0,1.0,12,0,0,14.0
Mumbai Indians,Royal Challengers Bangalore,1254108,JJ Bumrah,5,0,0.0,1.0,6,0,0,10.0
Mumbai Indians,Royal Challengers Bangalore,1254108,KA Pollard,7,0,0.0,0.0,10,0,0,11.0
Mumbai Indians,Royal Challengers Bangalore,1254108,KH Pandya,6,0,0.0,0.0,11,0,0,10.0
Mumbai Indians,Royal Challengers Bangalore,1254108,Q de Kock,25,0,0.0,4.0,23,0,0,33.0
Mumbai Indians,Royal Challengers Bangalore,1254108,RD Chahar,0,1,0.0,0.0,1,0,0,2.0
Mumbai Indians,Royal Challengers Bangalore,1254108,RG Sharma,46,0,1.0,5.0,27,0,0,57.0
Mumbai Indians,Royal Challengers Bangalore,1254108,SA Yadav,9,0,0.0,0.0,9,0,0,13.0
Mumbai Indians,Royal Challengers Bangalore,1254108,TA Boult,0,1,0.0,0.0,3,0,0,2.0
Mumbai Indians,Sunrisers Hyderabad,1136567,BCJ Cutting,9,0,0.0,1.0,9,0,0,14.0
Mumbai Indians,Sunrisers Hyderabad,1136567,E Lewis,30,0,2.0,3.0,18,0,0,41.0
Mumbai Indians,Sunrisers Hyderabad,1136567,Ishan Kishan,13,0,0.0,3.0,9,0,0,20.0
Mumbai Indians,Sunrisers Hyderabad,1136567,JJ Bumrah,5,0,0.0,0.0,5,0,0,9.0
Mumbai Indians,Sunrisers Hyderabad,1136567,KA Pollard,28,0,2.0,3.0,23,0,0,39.0
Mumbai Indians,Sunrisers Hyderabad,1136567,KH Pandya,16,0,0.0,2.0,11,0,0,22.0
Mumbai Indians,Sunrisers Hyderabad,1136567,M Markande,6,0,0.0,1.0,3,0,0,11.0
Mumbai Indians,Sunrisers Hyderabad,1136567,PJ Sangwan,1,0,0.0,0.0,5,0,0,5.0
Mumbai Indians,Sunrisers Hyderabad,1136567,RG Sharma,11,0,1.0,1.0,10,0,0,18.0
Mumbai Indians,Sunrisers Hyderabad,1136567,SA Yadav,28,0,1.0,2.0,31,0,0,36.0
Mumbai Indians,Sunrisers Hyderabad,1136583,E Lewis,5,0,0.0,1.0,9,0,0,10.0
Mumbai Indians,Sunrisers Hyderabad,1136583,HH Pandya,4,0,0.0,0.0,19,0,0,8.0
Mumbai Indians,Sunrisers Hyderabad,1136583,Ishan Kishan,0,1,0.0,0.0,3,0,0,2.0
Mumbai Indians,Sunrisers Hyderabad,1136583,JJ Bumrah,6,0,0.0,1.0,5,0,0,11.0
Mumbai Indians,Sunrisers Hyderabad,1136583,KA Pollard,9,0,1.0,0.0,6,0,0,15.0
Mumbai Indians,Sunrisers Hyderabad,1136583,KH Pandya,24,0,0.0,4.0,20,0,0,32.0
Mumbai Indians,Sunrisers Hyderabad,1136583,M Markande,1,0,0.0,0.0,2,0,0,5.0
Mumbai Indians,Sunrisers Hyderabad,1136583,MJ McClenaghan,0,1,0.0,0.0,2,0,0,2.0
Mumbai Indians,Sunrisers Hyderabad,1136583,Mustafizur Rahman,1,0,0.0,0.0,3,0,0,5.0
Mumbai Indians,Sunrisers Hyderabad,1136583,RG Sharma,2,0,0.0,0.0,6,0,0,6.0
Mumbai Indians,Sunrisers Hyderabad,1136583,SA Yadav,35,0,0.0,4.0,39,0,0,43.0
Mumbai Indians,Sunrisers Hyderabad,1178394,HH Pandya,14,0,1.0,0.0,14,0,0,20.0
Mumbai Indians,Sunrisers Hyderabad,1178394,Ishan Kishan,17,0,0.0,2.0,21,0,0,23.0
Mumbai Indians,Sunrisers Hyderabad,1178394,KA Pollard,49,0,4.0,2.0,28,0,0,63.0
Mumbai Indians,Sunrisers Hyderabad,1178394,KH Pandya,9,0,0.0,0.0,14,0,0,13.0
Mumbai Indians,Sunrisers Hyderabad,1178394,Q de Kock,19,0,1.0,1.0,18,0,0,26.0
Mumbai Indians,Sunrisers Hyderabad,1178394,RD Chahar,10,0,0.0,2.0,7,0,0,16.0
Mumbai Indians,Sunrisers Hyderabad,1178394,RG Sharma,11,0,1.0,0.0,14,0,0,17.0
Mumbai Indians,Sunrisers Hyderabad,1178394,SA Yadav,7,0,0.0,1.0,8,0,0,12.0
Mumbai Indians,Sunrisers Hyderabad,1178426,E Lewis,1,0,0.0,0.0,6,0,0,5.0
Mumbai Indians,Sunrisers Hyderabad,1178426,HH Pandya,18,0,1.0,1.0,10,0,0,25.0
Mumbai Indians,Sunrisers Hyderabad,1178426,KA Pollard,10,0,1.0,0.0,9,0,0,16.0
Mumbai Indians,Sunrisers Hyderabad,1178426,KH Pandya,9,0,1.0,0.0,3,0,0,15.0
Mumbai Indians,Sunrisers Hyderabad,1178426,Q de Kock,75,0,2.0,6.0,58,1,0,97.0
Mumbai Indians,Sunrisers Hyderabad,1178426,RG Sharma,25,0,0.0,5.0,19,0,0,34.0
Mumbai Indians,Sunrisers Hyderabad,1178426,SA Yadav,24,0,1.0,3.0,17,0,0,33.0
Mumbai Indians,Sunrisers Hyderabad,1216538,HH Pandya,28,0,2.0,2.0,19,0,0,38.0
Mumbai Indians,Sunrisers Hyderabad,1216538,Ishan Kishan,32,0,2.0,1.0,23,0,0,41.0
Mumbai Indians,Sunrisers Hyderabad,1216538,KA Pollard,26,0,3.0,0.0,13,0,0,36.0
Mumbai Indians,Sunrisers Hyderabad,1216538,KH Pandya,20,0,2.0,2.0,4,0,0,30.0
Mumbai Indians,Sunrisers Hyderabad,1216538,Q de Kock,69,0,4.0,4.0,39,1,0,93.0
Mumbai Indians,Sunrisers Hyderabad,1216538,RG Sharma,6,0,1.0,0.0,5,0,0,12.0
Mumbai Indians,Sunrisers Hyderabad,1216538,SA Yadav,27,0,0.0,6.0,18,0,0,37.0
Mumbai Indians,Sunrisers Hyderabad,1254066,HH Pandya,8,0,0.0,1.0,6,0,0,13.0
Mumbai Indians,Sunrisers Hyderabad,1254066,Ishan Kishan,13,0,0.0,0.0,21,0,0,17.0
Mumbai Indians,Sunrisers Hyderabad,1254066,KA Pollard,37,0,3.0,1.0,22,0,0,48.0
Mumbai Indians,Sunrisers Hyderabad,1254066,KH Pandya,3,0,0.0,0.0,3,0,0,7.0
Mumbai Indians,Sunrisers Hyderabad,1254066,Q de Kock,42,0,0.0,5.0,39,0,0,51.0
Mumbai Indians,Sunrisers Hyderabad,1254066,RG Sharma,37,0,2.0,3.0,25,0,0,48.0
Mumbai Indians,Sunrisers Hyderabad,1254066,SA Yadav,10,0,1.0,1.0,6,0,0,17.0
Punjab Kings,Chennai Super Kings,1254065,CH Gayle,10,0,0.0,2.0,10,0,0,16.0
Punjab Kings,Chennai Super Kings,1254065,DJ Hooda,11,0,0.0,1.0,16,0,0,16.0
Punjab Kings,Chennai Super Kings,1254065,Jhye Richardson,16,0,0.0,2.0,23,0,0,22.0
Punjab Kings,Chennai Super Kings,1254065,KL Rahul,5,0,0.0,1.0,7,0,0,10.0
Punjab Kings,Chennai Super Kings,1254065,M Ashwin,6,0,0.0,0.0,14,0,0,10.0
Punjab Kings,Chennai Super Kings,1254065,MA Agarwal,0,1,0.0,0.0,2,0,0,2.0
Punjab Kings,Chennai Super Kings,1254065,Mohammed Shami,9,0,0.0,0.0,12,0,0,13.0
Punjab Kings,Chennai Super Kings,1254065,N Pooran,0,1,0.0,0.0,2,0,0,2.0
Punjab Kings,Chennai Super Kings,1254065,Shahrukh Khan,49,0,2.0,4.0,38,0,0,61.0
Punjab Kings,Delhi Capitals,1254068,CH Gayle,11,0,1.0,0.0,9,0,0,17.0
Punjab Kings,Delhi Capitals,1254068,DJ Hooda,24,0,2.0,0.0,13,0,0,32.0
Punjab Kings,Delhi Capitals,1254068,KL Rahul,65,0,2.0,8.0,51,1,0,89.0
Punjab Kings,Delhi Capitals,1254068,MA Agarwal,71,0,4.0,6.0,35,1,0,97.0
Punjab Kings,Delhi Capitals,1254068,N Pooran,9,0,0.0,1.0,8,0,0,14.0
Punjab Kings,Delhi Capitals,1254068,Shahrukh Khan,15,0,1.0,2.0,5,0,0,23.0
Punjab Kings,Delhi Capitals,1254086,CH Gayle,13,0,1.0,1.0,9,0,0,20.0
Punjab Kings,Delhi Capitals,1254086,CJ Jordan,2,0,0.0,0.0,3,0,0,6.0
Punjab Kings,Delhi Capitals,1254086,DJ Hooda,1,0,0.0,0.0,1,0,0,5.0
Punjab Kings,Delhi Capitals,1254086,Dawid Malan,27,0,1.0,1.0,26,0,0,34.0
Punjab Kings,Delhi Capitals,1254086,H Brar,8,0,0.0,1.0,3,0,0,13.0
Punjab Kings,Delhi Capitals,1254086,MA Agarwal,99,0,4.0,8.0,58,1,0,127.0
Punjab Kings,Delhi Capitals,1254086,Prabhsimran Singh,12,0,1.0,0.0,16,0,0,18.0
Punjab Kings,Delhi Capitals,1254086,Shahrukh Khan,4,0,0.0,0.0,5,0,0,8.0
Punjab Kings,Kolkata Knight Riders,1254078,Arshdeep Singh,1,0,0.0,0.0,1,0,0,5.0
Punjab Kings,Kolkata Knight Riders,1254078,CH Gayle,0,1,0.0,0.0,1,0,0,2.0
Punjab Kings,Kolkata Knight Riders,1254078,CJ Jordan,30,0,3.0,1.0,18,0,0,41.0
Punjab Kings,Kolkata Knight Riders,1254078,DJ Hooda,2,0,0.0,0.0,5,0,0,6.0
Punjab Kings,Kolkata Knight Riders,1254078,KL Rahul,19,0,1.0,2.0,20,0,0,27.0
Punjab Kings,Kolkata Knight Riders,1254078,MA Agarwal,34,0,2.0,1.0,35,0,0,43.0
Punjab Kings,Kolkata Knight Riders,1254078,Mohammed Shami,1,0,0.0,0.0,2,0,0,5.0
Punjab Kings,Kolkata Knight Riders,1254078,Moises Henriques,2,0,0.0,0.0,3,0,0,6.0
Punjab Kings,Kolkata Knight Riders,1254078,N Pooran,19,0,1.0,1.0,19,0,0,26.0
Punjab Kings,Kolkata Knight Riders,1254078,R Bishnoi,2,0,0.0,0.0,4,0,0,6.0
Punjab Kings,Kolkata Knight Riders,1254078,Shahrukh Khan,13,0,1.0,0.0,14,0,0,19.0
Punjab Kings,Kolkata Knight Riders,1254102,Aiden Markram,20,0,1.0,0.0,16,0,0,26.0
Punjab Kings,Kolkata Knight Riders,1254102,DJ Hooda,3,0,0.0,0.0,4,0,0,7.0
Punjab Kings,Kolkata Knight Riders,1254102,KL Rahul,69,0,2.0,4.0,56,1,0,89.0
Punjab Kings,Kolkata Knight Riders,1254102,MA Agarwal,42,0,3.0,3.0,27,0,0,55.0
Punjab Kings,Kolkata Knight Riders,1254102,N Pooran,12,0,1.0,0.0,7,0,0,18.0
Punjab Kings,Kolkata Knight Riders,1254102,Shahrukh Khan,22,0,2.0,1.0,9,0,0,31.0
Punjab Kings,Mumbai Indians,1254074,CH Gayle,46,0,2.0,5.0,36,0,0,59.0
Punjab Kings,Mumbai Indians,1254074,KL Rahul,60,0,3.0,3.0,52,1,0,81.0
Punjab Kings,Mumbai Indians,1254074,MA Agarwal,26,0,1.0,3.0,19,0,0,35.0
Punjab Kings,Mumbai Indians,1254099,Aiden Markram,43,0,0.0,6.0,30,0,0,53.0
Punjab Kings,Mumbai Indians,1254099,CH Gayle,1,0,0.0,0.0,4,0,0,5.0
Punjab Kings,Mumbai Indians,1254099,DJ Hooda,29,0,1.0,1.0,26,0,0,36.0
Punjab Kings,Mumbai Indians,1254099,H Brar,16,0,0.0,0.0,19,0,0,20.0
Punjab Kings,Mumbai Indians,1254099,KL Rahul,22,0,0.0,2.0,23,0,0,28.0
Punjab Kings,Mumbai Indians,1254099,Mandeep Singh,16,0,0.0,2.0,14,0,0,22.0
Punjab Kings,Mumbai Indians,1254099,N Pooran,2,0,0.0,0.0,3,0,0,6.0
Punjab Kings,Mumbai Indians,1254099,Nathan Ellis,6,0,0.0,0.0,4,0,0,10.0
Punjab Kings,Rajasthan Royals,1254061,CH Gayle,41,0,2.0,4.0,29,0,0,53.0
Punjab Kings,Rajasthan Royals,1254061,DJ Hooda,65,0,6.0,3.0,27,1,0,92.0
Punjab Kings,Rajasthan Royals,1254061,Jhye Richardson,0,1,0.0,0.0,2,0,0,2.0
Punjab Kings,Rajasthan Royals,1254061,KL Rahul,94,0,5.0,7.0,50,1,0,123.0
Punjab Kings,Rajasthan Royals,1254061,MA Agarwal,15,0,0.0,2.0,10,0,0,21.0
Punjab Kings,Rajasthan Royals,1254061,N Pooran,0,1,0.0,0.0,1,0,0,2.0
Punjab Kings,Rajasthan Royals,1254061,Shahrukh Khan,6,0,0.0,1.0,4,0,0,11.0
Punjab Kings,Rajasthan Royals,1254111,Aiden Markram,27,0,1.0,2.0,20,0,0,35.0
Punjab Kings,Rajasthan Royals,1254111,DJ Hooda,0,1,0.0,0.0,2,0,0,2.0
Punjab Kings,Rajasthan Royals,1254111,F Allen,0,1,0.0,0.0,1,0,0,2.0
Punjab Kings,Rajasthan Royals,1254111,KL Rahul,52,0,2.0,4.0,35,1,0,72.0
Punjab Kings,Rajasthan Royals,1254111,MA Agarwal,72,0,2.0,7.0,43,1,0,95.0
Punjab Kings,Rajasthan Royals,1254111,N Pooran,32,0,2.0,1.0,22,0,0,41.0
Punjab Kings,Royal Challengers Bangalore,1254083,CH Gayle,47,0,2.0,6.0,25,0,0,61.0
Punjab Kings,Royal Challengers Bangalore,1254083,DJ Hooda,5,0,0.0,0.0,9,0,0,9.0
Punjab Kings,Royal Challengers Bangalore,1254083,H Brar,26,0,2.0,1.0,17,0,0,35.0
Punjab Kings,Royal Challengers Bangalore,1254083,KL Rahul,93,0,5.0,7.0,57,1,0,122.0
Punjab Kings,Royal Challengers Bangalore,1254083,N Pooran,1,0,0.0,0.0,3,0,0,5.0
Punjab Kings,Royal Challengers Bangalore,1254083,Prabhsimran Singh,7,0,0.0,1.0,7,0,0,12.0
Punjab Kings,Royal Challengers Bangalore,1254083,Shahrukh Khan,0,1,0.0,0.0,3,0,0,2.0
Punjab Kings,Royal Challengers Bangalore,1254090,Aiden Markram,20,0,1.0,2.0,14,0,0,28.0
Punjab Kings,Royal Challengers Bangalore,1254090,H Brar,3,0,0.0,0.0,2,0,0,7.0
Punjab Kings,Royal Challengers Bangalore,1254090,KL Rahul,40,0,2.0,1.0,35,0,0,49.0
Punjab Kings,Royal Challengers Bangalore,1254090,MA Agarwal,63,0,2.0,6.0,44,1,0,85.0
Punjab Kings,Royal Challengers Bangalore,1254090,Moises Henriques,12,0,1.0,0.0,9,0,0,18.0
Punjab Kings,Royal Challengers Bangalore,1254090,N Pooran,3,0,0.0,0.0,7,0,0,7.0
Punjab Kings,Royal Challengers Bangalore,1254090,SN Khan,0,1,0.0,0.0,1,0,0,2.0
Punjab Kings,Royal Challengers Bangalore,1254090,Shahrukh Khan,17,0,1.0,1.0,11,0,0,24.0
Punjab Kings,Sunrisers Hyderabad,1254071,Arshdeep Singh,5,0,0.0,1.0,2,0,0,10.0
Punjab Kings,Sunrisers Hyderabad,1254071,CH Gayle,15,0,0.0,2.0,17,0,0,21.0
Punjab Kings,Sunrisers Hyderabad,1254071,DJ Hooda,13,0,0.0,2.0,11,0,0,19.0
Punjab Kings,Sunrisers Hyderabad,1254071,F Allen,7,0,0.0,0.0,10,0,0,11.0
Punjab Kings,Sunrisers Hyderabad,1254071,KL Rahul,4,0,0.0,0.0,6,0,0,8.0
Punjab Kings,Sunrisers Hyderabad,1254071,M Ashwin,9,0,0.0,1.0,10,0,0,14.0
Punjab Kings,Sunrisers Hyderabad,1254071,MA Agarwal,22,0,0.0,2.0,25,0,0,28.0
Punjab Kings,Sunrisers Hyderabad,1254071,Mohammed Shami,3,0,0.0,0.0,3,0,0,7.0
Punjab Kings,Sunrisers Hyderabad,1254071,Moises Henriques,18,0,0.0,1.0,17,0,0,23.0
Punjab Kings,Sunrisers Hyderabad,1254071,Shahrukh Khan,24,0,2.0,0.0,18,0,0,32.0
Punjab Kings,Sunrisers Hyderabad,1254107,Aiden Markram,29,0,0.0,2.0,32,0,0,35.0
Punjab Kings,Sunrisers Hyderabad,1254107,CH Gayle,16,0,0.0,1.0,17,0,0,21.0
Punjab Kings,Sunrisers Hyderabad,1254107,DJ Hooda,13,0,0.0,1.0,10,0,0,18.0
Punjab Kings,Sunrisers Hyderabad,1254107,H Brar,20,0,0.0,1.0,19,0,0,25.0
Punjab Kings,Sunrisers Hyderabad,1254107,KL Rahul,21,0,0.0,3.0,21,0,0,28.0
Punjab Kings,Sunrisers Hyderabad,1254107,MA Agarwal,5,0,0.0,0.0,6,0,0,9.0
Punjab Kings,Sunrisers Hyderabad,1254107,N Pooran,8,0,1.0,0.0,4,0,0,14.0
Punjab Kings,Sunrisers Hyderabad,1254107,Nathan Ellis,13,0,1.0,0.0,12,0,0,19.0
Rajasthan Royals,Chennai Super Kings,1136577,AM Rahane,18,0,1.0,1.0,13,0,0,25.0
Rajasthan Royals,Chennai Super Kings,1136577,B Laughlin,0,1,0.0,0.0,1,0,0,2.0
Rajasthan Royals,Chennai Super Kings,1136577,BA Stokes,46,0,1.0,3.0,38,0,0,55.0
Rajasthan Royals,Chennai Super Kings,1136577,H Klaasen,7,0,0.0,1.0,7,0,0,12.0
Rajasthan Royals,Chennai Super Kings,1136577,JC Buttler,25,0,1.0,1.0,20,0,0,32.0
Rajasthan Royals,Chennai Super Kings,1136577,JD Unadkat,16,0,0.0,3.0,10,0,0,23.0
Rajasthan Royals,Chennai Super Kings,1136577,K Gowtham,1,0,0.0,0.0,2,0,0,5.0
Rajasthan Royals,Chennai Super Kings,1136577,RA Tripathi,7,0,0.0,0.0,7,0,0,11.0
Rajasthan Royals,Chennai Super Kings,1136577,S Gopal,8,0,0.0,0.0,10,0,0,12.0
Rajasthan Royals,Chennai Super Kings,1136577,STR Binny,10,0,0.0,1.0,8,0,0,15.0
Rajasthan Royals,Chennai Super Kings,1136577,SV Samson,2,0,0.0,0.0,3,0,0,6.0
Rajasthan Royals,Chennai Super Kings,1136603,AM Rahane,4,0,0.0,1.0,3,0,0,9.0
Rajasthan Royals,Chennai Super Kings,1136603,BA Stokes,11,0,1.0,1.0,7,0,0,18.0
Rajasthan Royals,Chennai Super Kings,1136603,JC Buttler,96,0,2.0,11.0,60,1,0,123.0
Rajasthan Royals,Chennai Super Kings,1136603,K Gowtham,14,0,2.0,0.0,5,0,0,22.0
Rajasthan Royals,Chennai Super Kings,1136603,P Chopra,8,0,0.0,2.0,6,0,0,14.0
Rajasthan Royals,Chennai Super Kings,1136603,STR Binny,22,0,1.0,1.0,17,0,0,29.0
Rajasthan Royals,Chennai Super Kings,1136603,SV Samson,22,0,0.0,2.0,23,0,0,28.0
Rajasthan Royals,Chennai Super Kings,1175367,AM Rahane,0,1,0.0,0.0,2,0,0,2.0
Rajasthan Royals,Chennai Super Kings,1175367,BA Stokes,47,0,3.0,1.0,26,0,0,58.0
Rajasthan Royals,Chennai Super Kings,1175367,JC Archer,24,0,2.0,1.0,11,0,0,33.0
