battingteam,bowlingteam,matchid,batsmanname,total_runs,duck,Sixes,Fours,balls,Fifties,hundreds,dreamll_score
Chennai Super Kings,Delhi Capitals,1175360,AT Rayudu,5,0,0.0,1.0,5,0,0,10.0
Chennai Super Kings,Delhi Capitals,1175360,DJ Bravo,4,0,0.0,1.0,3,0,0,9.0
Chennai Super Kings,Delhi Capitals,1175360,KM Jadhav,28,0,0.0,2.0,34,0,0,34.0
Chennai Super Kings,Delhi Capitals,1175360,MS Dhoni,34,0,1.0,2.0,36,0,0,42.0
Chennai Super Kings,Delhi Capitals,1175360,SK Raina,34,0,1.0,5.0,16,0,0,45.0
Chennai Super Kings,Delhi Capitals,1175360,SR Watson,45,0,3.0,4.0,27,0,0,59.0
Chennai Super Kings,Delhi Capitals,1178425,AT Rayudu,7,0,0.0,1.0,3,0,0,12.0
Chennai Super Kings,Delhi Capitals,1178425,F du Plessis,42,0,2.0,2.0,43,0,0,52.0
Chennai Super Kings,Delhi Capitals,1178425,MS Dhoni,45,0,2.0,4.0,22,0,0,57.0
Chennai Super Kings,Delhi Capitals,1178425,RA Jadeja,25,0,2.0,2.0,10,0,0,35.0
Chennai Super Kings,Delhi Capitals,1178425,SK Raina,60,0,1.0,8.0,38,1,0,82.0
Chennai Super Kings,Delhi Capitals,1178425,SR Watson,0,1,0.0,0.0,9,0,0,2.0
Chennai Super Kings,Delhi Capitals,1181767,AT Rayudu,20,0,0.0,3.0,20,0,0,27.0
Chennai Super Kings,Delhi Capitals,1181767,DJ Bravo,4,0,0.0,1.0,1,0,0,9.0
Chennai Super Kings,Delhi Capitals,1181767,F du Plessis,50,0,1.0,7.0,39,1,0,71.0
Chennai Super Kings,Delhi Capitals,1181767,MS Dhoni,10,0,0.0,1.0,9,0,0,15.0
Chennai Super Kings,Delhi Capitals,1181767,SK Raina,11,0,0.0,0.0,13,0,0,15.0
Chennai Super Kings,Delhi Capitals,1181767,SR Watson,56,0,4.0,3.0,34,1,0,79.0
Chennai Super Kings,Delhi Capitals,1216539,AS Raut,10,0,0.0,0.0,10,0,0,14.0
Chennai Super Kings,Delhi Capitals,1216539,F du Plessis,90,0,0.0,8.0,36,1,0,110.0
Chennai Super Kings,Delhi Capitals,1216539,KM Jadhav,54,0,0.0,6.0,21,1,0,72.0
Chennai Super Kings,Delhi Capitals,1216539,M Vijay,20,0,0.0,2.0,15,0,0,26.0
Chennai Super Kings,Delhi Capitals,1216539,MS Dhoni,30,0,0.0,4.0,12,0,0,38.0
Chennai Super Kings,Delhi Capitals,1216539,RA Jadeja,28,0,0.0,2.0,10,0,0,34.0
Chennai Super Kings,Delhi Capitals,1216539,SM Curran,2,0,0.0,0.0,2,0,0,6.0
Chennai Super Kings,Delhi Capitals,1216539,SR Watson,28,0,2.0,2.0,16,0,0,38.0
Chennai Super Kings,Delhi Capitals,1254059,AS Raut,7,0,0.0,1.0,9,0,0,12.0
Chennai Super Kings,Delhi Capitals,1254059,AT Rayudu,28,0,1.0,2.0,16,0,0,36.0
Chennai Super Kings,Delhi Capitals,1254059,F du Plessis,0,1,0.0,0.0,3,0,0,2.0
Chennai Super Kings,Delhi Capitals,1254059,MM Ali,36,0,2.0,4.0,24,0,0,48.0
Chennai Super Kings,Delhi Capitals,1254059,MS Dhoni,0,1,0.0,0.0,2,0,0,2.0
Chennai Super Kings,Delhi Capitals,1254059,RA Jadeja,27,0,0.0,3.0,17,0,0,34.0
Chennai Super Kings,Delhi Capitals,1254059,SM Curran,35,0,2.0,4.0,16,0,0,47.0
Chennai Super Kings,Delhi Capitals,1254059,Suresh Raina,55,0,4.0,3.0,36,1,0,78.0
Chennai Super Kings,Delhi Daredevils,1136590,AT Rayudu,43,0,1.0,5.0,26,0,0,54.0
Chennai Super Kings,Delhi Daredevils,1136590,F du Plessis,36,0,1.0,3.0,33,0,0,45.0
Chennai Super Kings,Delhi Daredevils,1136590,MS Dhoni,52,0,5.0,2.0,22,1,0,76.0
Chennai Super Kings,Delhi Daredevils,1136590,SK Raina,1,0,0.0,0.0,2,0,0,5.0
Chennai Super Kings,Delhi Daredevils,1136590,SR Watson,79,0,7.0,4.0,41,1,0,109.0
Chennai Super Kings,Delhi Daredevils,1136612,AT Rayudu,50,0,4.0,4.0,29,1,0,74.0
Chennai Super Kings,Delhi Daredevils,1136612,DJ Bravo,1,0,0.0,0.0,2,0,0,5.0
Chennai Super Kings,Delhi Daredevils,1136612,DL Chahar,1,0,0.0,0.0,2,0,0,5.0
Chennai Super Kings,Delhi Daredevils,1136612,MS Dhoni,17,0,0.0,1.0,23,0,0,22.0
Chennai Super Kings,Delhi Daredevils,1136612,RA Jadeja,28,0,2.0,0.0,18,0,0,36.0
Chennai Super Kings,Delhi Daredevils,1136612,SK Raina,15,0,0.0,1.0,18,0,0,20.0
Chennai Super Kings,Delhi Daredevils,1136612,SR Watson,15,0,1.0,0.0,23,0,0,21.0
Chennai Super Kings,Delhi Daredevils,1136612,SW Billings,1,0,0.0,0.0,5,0,0,5.0
Chennai Super Kings,Kings XI Punjab,1136572,AT Rayudu,51,0,1.0,5.0,37,1,0,70.0
Chennai Super Kings,Kings XI Punjab,1136572,DJ Bravo,1,0,0.0,0.0,1,0,0,5.0
Chennai Super Kings,Kings XI Punjab,1136572,M Vijay,14,0,1.0,0.0,11,0,0,20.0
Chennai Super Kings,Kings XI Punjab,1136572,MS Dhoni,83,0,5.0,6.0,47,1,0,111.0
Chennai Super Kings,Kings XI Punjab,1136572,RA Jadeja,21,0,1.0,1.0,15,0,0,28.0
Chennai Super Kings,Kings XI Punjab,1136572,SR Watson,14,0,0.0,2.0,10,0,0,20.0
Chennai Super Kings,Kings XI Punjab,1136572,SW Billings,9,0,0.0,1.0,8,0,0,14.0
Chennai Super Kings,Kings XI Punjab,1136616,AT Rayudu,1,0,0.0,0.0,3,0,0,5.0
Chennai Super Kings,Kings XI Punjab,1136616,DL Chahar,40,0,3.0,1.0,21,0,0,51.0
Chennai Super Kings,Kings XI Punjab,1136616,F du Plessis,14,0,0.0,3.0,15,0,0,21.0
Chennai Super Kings,Kings XI Punjab,1136616,Harbhajan Singh,22,0,1.0,2.0,23,0,0,30.0
Chennai Super Kings,Kings XI Punjab,1136616,MS Dhoni,16,0,1.0,1.0,7,0,0,23.0
Chennai Super Kings,Kings XI Punjab,1136616,SK Raina,66,0,2.0,4.0,53,1,0,86.0
Chennai Super Kings,Kings XI Punjab,1136616,SW Billings,0,1,0.0,0.0,1,0,0,2.0
Chennai Super Kings,Kings XI Punjab,1178393,AT Rayudu,21,0,1.0,1.0,15,0,0,28.0
Chennai Super Kings,Kings XI Punjab,1178393,F du Plessis,55,0,4.0,2.0,39,1,0,77.0
Chennai Super Kings,Kings XI Punjab,1178393,MS Dhoni,39,0,1.0,4.0,25,0,0,49.0
Chennai Super Kings,Kings XI Punjab,1178393,SK Raina,18,0,0.0,1.0,21,0,0,23.0
Chennai Super Kings,Kings XI Punjab,1178393,SR Watson,27,0,1.0,3.0,25,0,0,36.0
Chennai Super Kings,Kings XI Punjab,1178430,AT Rayudu,1,0,0.0,0.0,2,0,0,5.0
Chennai Super Kings,Kings XI Punjab,1178430,DJ Bravo,1,0,0.0,0.0,1,0,0,5.0
Chennai Super Kings,Kings XI Punjab,1178430,F du Plessis,96,0,4.0,10.0,55,1,0,126.0
Chennai Super Kings,Kings XI Punjab,1178430,KM Jadhav,0,1,0.0,0.0,1,0,0,2.0
Chennai Super Kings,Kings XI Punjab,1178430,MS Dhoni,10,0,0.0,0.0,12,0,0,14.0
Chennai Super Kings,Kings XI Punjab,1178430,SK Raina,53,0,2.0,5.0,38,1,0,74.0
Chennai Super Kings,Kings XI Punjab,1178430,SR Watson,9,0,0.0,1.0,12,0,0,14.0
Chennai Super Kings,Kings XI Punjab,1216513,F du Plessis,89,0,1.0,11.0,55,1,0,114.0
Chennai Super Kings,Kings XI Punjab,1216513,SR Watson,92,0,3.0,11.0,53,1,0,121.0
Chennai Super Kings,Kolkata Knight Riders,1136565,AT Rayudu,39,0,2.0,3.0,26,0,0,50.0
Chennai Super Kings,Kolkata Knight Riders,1136565,DJ Bravo,12,0,0.0,0.0,5,0,0,16.0
Chennai Super Kings,Kolkata Knight Riders,1136565,MS Dhoni,28,0,1.0,1.0,30,0,0,35.0
Chennai Super Kings,Kolkata Knight Riders,1136565,RA Jadeja,12,0,1.0,0.0,8,0,0,18.0
Chennai Super Kings,Kolkata Knight Riders,1136565,SK Raina,14,0,1.0,0.0,12,0,0,20.0
Chennai Super Kings,Kolkata Knight Riders,1136565,SR Watson,42,0,3.0,3.0,19,0,0,55.0
Chennai Super Kings,Kolkata Knight Riders,1136565,SW Billings,58,0,5.0,2.0,23,1,0,82.0
Chennai Super Kings,Kolkata Knight Riders,1136593,AT Rayudu,21,0,0.0,3.0,17,0,0,28.0
Chennai Super Kings,Kolkata Knight Riders,1136593,F du Plessis,27,0,1.0,4.0,15,0,0,37.0
Chennai Super Kings,Kolkata Knight Riders,1136593,MS Dhoni,43,0,4.0,1.0,25,0,0,56.0
Chennai Super Kings,Kolkata Knight Riders,1136593,RA Jadeja,18,0,0.0,2.0,14,0,0,24.0
Chennai Super Kings,Kolkata Knight Riders,1136593,SK Raina,32,0,0.0,4.0,27,0,0,40.0
Chennai Super Kings,Kolkata Knight Riders,1136593,SR Watson,36,0,2.0,4.0,25,0,0,48.0
Chennai Super Kings,Kolkata Knight Riders,1178398,AT Rayudu,22,0,0.0,2.0,31,0,0,28.0
Chennai Super Kings,Kolkata Knight Riders,1178398,F du Plessis,48,0,0.0,3.0,46,0,0,55.0
Chennai Super Kings,Kolkata Knight Riders,1178398,KM Jadhav,9,0,0.0,1.0,8,0,0,14.0
Chennai Super Kings,Kolkata Knight Riders,1178398,SK Raina,15,0,1.0,1.0,14,0,0,22.0
Chennai Super Kings,Kolkata Knight Riders,1178398,SR Watson,17,0,1.0,2.0,9,0,0,25.0
Chennai Super Kings,Kolkata Knight Riders,1178404,AT Rayudu,6,0,0.0,0.0,12,0,0,10.0
Chennai Super Kings,Kolkata Knight Riders,1178404,F du Plessis,24,0,0.0,5.0,16,0,0,33.0
Chennai Super Kings,Kolkata Knight Riders,1178404,KM Jadhav,20,0,1.0,3.0,12,0,0,29.0
Chennai Super Kings,Kolkata Knight Riders,1178404,MS Dhoni,16,0,1.0,0.0,13,0,0,22.0
Chennai Super Kings,Kolkata Knight Riders,1178404,RA Jadeja,32,0,0.0,5.0,18,0,0,41.0
Chennai Super Kings,Kolkata Knight Riders,1178404,SK Raina,58,0,1.0,7.0,42,1,0,79.0
Chennai Super Kings,Kolkata Knight Riders,1178404,SR Watson,6,0,0.0,1.0,7,0,0,11.0
Chennai Super Kings,Kolkata Knight Riders,1216501,AT Rayudu,31,0,0.0,3.0,28,0,0,38.0
Chennai Super Kings,Kolkata Knight Riders,1216501,F du Plessis,17,0,0.0,3.0,10,0,0,24.0
Chennai Super Kings,Kolkata Knight Riders,1216501,KM Jadhav,7,0,0.0,1.0,12,0,0,12.0
Chennai Super Kings,Kolkata Knight Riders,1216501,MS Dhoni,12,0,0.0,1.0,12,0,0,17.0
Chennai Super Kings,Kolkata Knight Riders,1216501,RA Jadeja,21,0,1.0,3.0,8,0,0,30.0
Chennai Super Kings,Kolkata Knight Riders,1216501,SM Curran,17,0,1.0,1.0,11,0,0,24.0
Chennai Super Kings,Kolkata Knight Riders,1216501,SR Watson,52,0,1.0,6.0,41,1,0,72.0
Chennai Super Kings,Kolkata Knight Riders,1254072,AS Raut,66,0,4.0,6.0,40,1,0,92.0
Chennai Super Kings,Kolkata Knight Riders,1254072,F du Plessis,99,0,4.0,9.0,61,1,0,128.0
Chennai Super Kings,Kolkata Knight Riders,1254072,MM Ali,30,0,2.0,2.0,13,0,0,40.0
Chennai Super Kings,Kolkata Knight Riders,1254072,MS Dhoni,19,0,1.0,2.0,9,0,0,27.0
Chennai Super Kings,Kolkata Knight Riders,1254072,RA Jadeja,6,0,1.0,0.0,1,0,0,12.0
Chennai Super Kings,Kolkata Knight Riders,1254098,AS Raut,40,0,3.0,2.0,28,0,0,52.0
Chennai Super Kings,Kolkata Knight Riders,1254098,AT Rayudu,11,0,0.0,1.0,10,0,0,16.0
Chennai Super Kings,Kolkata Knight Riders,1254098,DL Chahar,1,0,0.0,0.0,1,0,0,5.0
Chennai Super Kings,Kolkata Knight Riders,1254098,F du Plessis,44,0,0.0,7.0,30,0,0,55.0
Chennai Super Kings,Kolkata Knight Riders,1254098,MM Ali,33,0,1.0,2.0,29,0,0,41.0
Chennai Super Kings,Kolkata Knight Riders,1254098,MS Dhoni,2,0,0.0,0.0,4,0,0,6.0
Chennai Super Kings,Kolkata Knight Riders,1254098,RA Jadeja,22,0,2.0,2.0,8,0,0,32.0
Chennai Super Kings,Kolkata Knight Riders,1254098,SM Curran,4,0,0.0,0.0,4,0,0,8.0
Chennai Super Kings,Kolkata Knight Riders,1254098,SN Thakur,3,0,0.0,0.0,2,0,0,7.0
Chennai Super Kings,Kolkata Knight Riders,1254098,Suresh Raina,12,0,0.0,1.0,7,0,0,17.0
Chennai Super Kings,Mumbai Indians,1136561,AT Rayudu,22,0,0.0,4.0,19,0,0,30.0
Chennai Super Kings,Mumbai Indians,1136561,DJ Bravo,69,0,7.0,3.0,30,1,0,98.0
Chennai Super Kings,Mumbai Indians,1136561,DL Chahar,0,1,0.0,0.0,1,0,0,2.0
Chennai Super Kings,Mumbai Indians,1136561,Harbhajan Singh,9,0,0.0,1.0,6,0,0,14.0
Chennai Super Kings,Mumbai Indians,1136561,Imran Tahir,2,0,0.0,0.0,2,0,0,6.0
Chennai Super Kings,Mumbai Indians,1136561,KM Jadhav,27,0,2.0,1.0,23,0,0,36.0
Chennai Super Kings,Mumbai Indians,1136561,MA Wood,3,0,0.0,0.0,5,0,0,7.0
Chennai Super Kings,Mumbai Indians,1136561,MS Dhoni,5,0,0.0,0.0,5,0,0,9.0
Chennai Super Kings,Mumbai Indians,1136561,RA Jadeja,12,0,0.0,1.0,13,0,0,17.0
Chennai Super Kings,Mumbai Indians,1136561,SK Raina,4,0,0.0,0.0,6,0,0,8.0
Chennai Super Kings,Mumbai Indians,1136561,SR Watson,16,0,1.0,1.0,14,0,0,23.0
Chennai Super Kings,Mumbai Indians,1136587,AT Rayudu,47,0,4.0,2.0,36,0,0,61.0
Chennai Super Kings,Mumbai Indians,1136587,DJ Bravo,0,1,0.0,0.0,1,0,0,2.0
Chennai Super Kings,Mumbai Indians,1136587,MS Dhoni,29,0,1.0,3.0,23,0,0,38.0
Chennai Super Kings,Mumbai Indians,1136587,SK Raina,78,0,4.0,6.0,48,1,0,104.0
Chennai Super Kings,Mumbai Indians,1136587,SR Watson,12,0,0.0,1.0,11,0,0,17.0
Chennai Super Kings,Mumbai Indians,1136587,SW Billings,3,0,0.0,0.0,5,0,0,7.0
Chennai Super Kings,Mumbai Indians,1175370,AT Rayudu,0,1,0.0,0.0,1,0,0,2.0
Chennai Super Kings,Mumbai Indians,1175370,DJ Bravo,13,0,1.0,1.0,10,0,0,20.0
Chennai Super Kings,Mumbai Indians,1175370,DL Chahar,7,0,0.0,1.0,7,0,0,12.0
Chennai Super Kings,Mumbai Indians,1175370,KM Jadhav,63,0,1.0,8.0,56,1,0,85.0
Chennai Super Kings,Mumbai Indians,1175370,MM Sharma,0,1,0.0,0.0,2,0,0,2.0
Chennai Super Kings,Mumbai Indians,1175370,MS Dhoni,14,0,0.0,0.0,22,0,0,18.0
Chennai Super Kings,Mumbai Indians,1175370,RA Jadeja,1,0,0.0,0.0,2,0,0,5.0
Chennai Super Kings,Mumbai Indians,1175370,SK Raina,17,0,1.0,2.0,16,0,0,25.0
Chennai Super Kings,Mumbai Indians,1175370,SN Thakur,12,0,1.0,1.0,5,0,0,19.0
Chennai Super Kings,Mumbai Indians,1175370,SR Watson,6,0,0.0,1.0,6,0,0,11.0
Chennai Super Kings,Mumbai Indians,1178419,AT Rayudu,0,1,0.0,0.0,3,0,0,2.0
Chennai Super Kings,Mumbai Indians,1178419,DJ Bravo,20,0,0.0,2.0,17,0,0,26.0
Chennai Super Kings,Mumbai Indians,1178419,DL Chahar,1,0,0.0,0.0,3,0,0,5.0
Chennai Super Kings,Mumbai Indians,1178419,DR Shorey,8,0,0.0,0.0,11,0,0,12.0
Chennai Super Kings,Mumbai Indians,1178419,Harbhajan Singh,1,0,0.0,0.0,3,0,0,5.0
Chennai Super Kings,Mumbai Indians,1178419,KM Jadhav,6,0,0.0,0.0,11,0,0,10.0
Chennai Super Kings,Mumbai Indians,1178419,M Vijay,39,0,1.0,3.0,35,0,0,48.0
Chennai Super Kings,Mumbai Indians,1178419,MJ Santner,24,0,2.0,0.0,21,0,0,32.0
Chennai Super Kings,Mumbai Indians,1178419,SK Raina,2,0,0.0,0.0,4,0,0,6.0
Chennai Super Kings,Mumbai Indians,1178419,SR Watson,8,0,0.0,2.0,4,0,0,14.0
Chennai Super Kings,Mumbai Indians,1181764,AT Rayudu,45,0,1.0,3.0,38,0,0,54.0
Chennai Super Kings,Mumbai Indians,1181764,F du Plessis,6,0,0.0,1.0,11,0,0,11.0
Chennai Super Kings,Mumbai Indians,1181764,M Vijay,26,0,0.0,3.0,26,0,0,33.0
Chennai Super Kings,Mumbai Indians,1181764,MS Dhoni,38,0,3.0,0.0,29,0,0,48.0
Chennai Super Kings,Mumbai Indians,1181764,SK Raina,6,0,0.0,1.0,7,0,0,11.0
Chennai Super Kings,Mumbai Indians,1181764,SR Watson,10,0,0.0,2.0,13,0,0,16.0
Chennai Super Kings,Mumbai Indians,1181768,AT Rayudu,1,0,0.0,0.0,4,0,0,5.0
Chennai Super Kings,Mumbai Indians,1181768,DJ Bravo,15,0,1.0,0.0,15,0,0,21.0
Chennai Super Kings,Mumbai Indians,1181768,F du Plessis,26,0,1.0,3.0,13,0,0,35.0
Chennai Super Kings,Mumbai Indians,1181768,MS Dhoni,2,0,0.0,0.0,8,0,0,6.0
Chennai Super Kings,Mumbai Indians,1181768,RA Jadeja,9,0,0.0,1.0,5,0,0,14.0
Chennai Super Kings,Mumbai Indians,1181768,SK Raina,9,0,0.0,0.0,15,0,0,13.0
Chennai Super Kings,Mumbai Indians,1181768,SN Thakur,2,0,0.0,0.0,2,0,0,6.0
Chennai Super Kings,Mumbai Indians,1181768,SR Watson,84,0,4.0,8.0,62,1,0,112.0
Chennai Super Kings,Mumbai Indians,1216492,AT Rayudu,146,0,6.0,10.0,48,1,1,196.0
Chennai Super Kings,Mumbai Indians,1216492,F du Plessis,118,0,0.0,12.0,45,1,1,158.0
Chennai Super Kings,Mumbai Indians,1216492,M Vijay,4,0,0.0,0.0,7,0,0,8.0
Chennai Super Kings,Mumbai Indians,1216492,MS Dhoni,0,1,0.0,0.0,2,0,0,2.0
Chennai Super Kings,Mumbai Indians,1216492,RA Jadeja,20,0,0.0,4.0,5,0,0,28.0
Chennai Super Kings,Mumbai Indians,1216492,SM Curran,36,0,4.0,2.0,6,0,0,50.0
Chennai Super Kings,Mumbai Indians,1216492,SR Watson,8,0,0.0,2.0,5,0,0,14.0
Chennai Super Kings,Mumbai Indians,1254084,AS Raut,4,0,0.0,1.0,4,0,0,9.0
Chennai Super Kings,Mumbai Indians,1254084,AT Rayudu,74,0,6.0,4.0,26,1,0,102.0
Chennai Super Kings,Mumbai Indians,1254084,F du Plessis,50,0,4.0,2.0,28,1,0,72.0
Chennai Super Kings,Mumbai Indians,1254084,MM Ali,60,0,5.0,5.0,36,1,0,87.0
Chennai Super Kings,Mumbai Indians,1254084,RA Jadeja,28,0,0.0,2.0,25,0,0,34.0
Chennai Super Kings,Mumbai Indians,1254084,Suresh Raina,2,0,0.0,0.0,4,0,0,6.0
Chennai Super Kings,Mumbai Indians,1254104,AS Raut,90,0,4.0,9.0,58,1,0,119.0
Chennai Super Kings,Mumbai Indians,1254104,AT Rayudu,1,0,0.0,0.0,3,0,0,5.0
Chennai Super Kings,Mumbai Indians,1254104,DJ Bravo,24,0,3.0,0.0,9,0,0,34.0
Chennai Super Kings,Mumbai Indians,1254104,F du Plessis,0,1,0.0,0.0,3,0,0,2.0
Chennai Super Kings,Mumbai Indians,1254104,MM Ali,0,1,0.0,0.0,3,0,0,2.0
Chennai Super Kings,Mumbai Indians,1254104,MS Dhoni,3,0,0.0,0.0,5,0,0,7.0
Chennai Super Kings,Mumbai Indians,1254104,RA Jadeja,33,0,0.0,2.0,36,0,0,39.0
Chennai Super Kings,Mumbai Indians,1254104,SN Thakur,1,0,0.0,0.0,1,0,0,5.0
Chennai Super Kings,Mumbai Indians,1254104,Suresh Raina,4,0,0.0,1.0,6,0,0,9.0
Chennai Super Kings,Punjab Kings,1254065,AS Raut,5,0,0.0,0.0,16,0,0,9.0
Chennai Super Kings,Punjab Kings,1254065,AT Rayudu,0,1,0.0,0.0,1,0,0,2.0
Chennai Super Kings,Punjab Kings,1254065,F du Plessis,41,0,1.0,5.0,33,0,0,52.0
Chennai Super Kings,Punjab Kings,1254065,MM Ali,47,0,1.0,7.0,32,0,0,60.0
Chennai Super Kings,Punjab Kings,1254065,SM Curran,5,0,0.0,1.0,4,0,0,10.0
Chennai Super Kings,Punjab Kings,1254065,Suresh Raina,9,0,0.0,1.0,10,0,0,14.0
Chennai Super Kings,Rajasthan Royals,1136577,AT Rayudu,12,0,0.0,2.0,8,0,0,18.0
Chennai Super Kings,Rajasthan Royals,1136577,DJ Bravo,26,0,0.0,4.0,18,0,0,34.0
Chennai Super Kings,Rajasthan Royals,1136577,MS Dhoni,5,0,0.0,1.0,3,0,0,10.0
Chennai Super Kings,Rajasthan Royals,1136577,RA Jadeja,2,0,0.0,0.0,1,0,0,6.0
Chennai Super Kings,Rajasthan Royals,1136577,SK Raina,48,0,0.0,9.0,31,0,0,61.0
Chennai Super Kings,Rajasthan Royals,1136577,SR Watson,108,0,6.0,9.0,58,1,1,157.0
Chennai Super Kings,Rajasthan Royals,1136577,SW Billings,3,0,0.0,0.0,7,0,0,7.0
Chennai Super Kings,Rajasthan Royals,1136603,AT Rayudu,12,0,0.0,2.0,9,0,0,18.0
Chennai Super Kings,Rajasthan Royals,1136603,DJ Bravo,1,0,0.0,0.0,1,0,0,5.0
Chennai Super Kings,Rajasthan Royals,1136603,MS Dhoni,35,0,1.0,1.0,25,0,0,42.0
Chennai Super Kings,Rajasthan Royals,1136603,SK Raina,59,0,1.0,6.0,41,1,0,79.0
Chennai Super Kings,Rajasthan Royals,1136603,SR Watson,41,0,2.0,2.0,33,0,0,51.0
Chennai Super Kings,Rajasthan Royals,1136603,SW Billings,28,0,0.0,3.0,22,0,0,35.0
Chennai Super Kings,Rajasthan Royals,1175367,AT Rayudu,1,0,0.0,0.0,8,0,0,5.0
Chennai Super Kings,Rajasthan Royals,1175367,DJ Bravo,28,0,1.0,3.0,17,0,0,37.0
Chennai Super Kings,Rajasthan Royals,1175367,KM Jadhav,8,0,0.0,2.0,3,0,0,14.0
Chennai Super Kings,Rajasthan Royals,1175367,MS Dhoni,79,0,4.0,4.0,49,1,0,103.0
Chennai Super Kings,Rajasthan Royals,1175367,RA Jadeja,8,0,1.0,0.0,3,0,0,14.0
Chennai Super Kings,Rajasthan Royals,1175367,SK Raina,38,0,1.0,4.0,33,0,0,48.0
Chennai Super Kings,Rajasthan Royals,1175367,SR Watson,13,0,1.0,1.0,13,0,0,20.0
Chennai Super Kings,Rajasthan Royals,1178400,AT Rayudu,61,0,3.0,2.0,48,1,0,81.0
Chennai Super Kings,Rajasthan Royals,1178400,F du Plessis,7,0,0.0,0.0,10,0,0,11.0
Chennai Super Kings,Rajasthan Royals,1178400,KM Jadhav,1,0,0.0,0.0,6,0,0,5.0
Chennai Super Kings,Rajasthan Royals,1178400,MJ Santner,11,0,1.0,0.0,4,0,0,17.0
Chennai Super Kings,Rajasthan Royals,1178400,MS Dhoni,60,0,3.0,2.0,44,1,0,80.0
Chennai Super Kings,Rajasthan Royals,1178400,RA Jadeja,11,0,1.0,0.0,4,0,0,17.0
Chennai Super Kings,Rajasthan Royals,1178400,SK Raina,4,0,0.0,1.0,4,0,0,9.0
Chennai Super Kings,Rajasthan Royals,1178400,SR Watson,0,1,0.0,0.0,4,0,0,2.0
Chennai Super Kings,Rajasthan Royals,1216496,AS Raut,0,1,0.0,0.0,1,0,0,2.0
Chennai Super Kings,Rajasthan Royals,1216496,F du Plessis,146,0,14.0,2.0,38,1,1,204.0
Chennai Super Kings,Rajasthan Royals,1216496,KM Jadhav,48,0,0.0,6.0,17,0,0,58.0
Chennai Super Kings,Rajasthan Royals,1216496,M Vijay,44,0,0.0,6.0,21,0,0,54.0
Chennai Super Kings,Rajasthan Royals,1216496,MS Dhoni,58,0,6.0,0.0,17,1,0,82.0
Chennai Super Kings,Rajasthan Royals,1216496,RA Jadeja,2,0,0.0,0.0,2,0,0,6.0
Chennai Super Kings,Rajasthan Royals,1216496,SM Curran,34,0,4.0,2.0,6,0,0,48.0
Chennai Super Kings,Rajasthan Royals,1216496,SR Watson,68,0,8.0,2.0,21,1,0,98.0
Chennai Super Kings,Rajasthan Royals,1254069,AS Raut,10,0,0.0,1.0,13,0,0,15.0
Chennai Super Kings,Rajasthan Royals,1254069,AT Rayudu,29,0,3.0,0.0,17,0,0,39.0
Chennai Super Kings,Rajasthan Royals,1254069,DJ Bravo,22,0,1.0,2.0,8,0,0,30.0
Chennai Super Kings,Rajasthan Royals,1254069,F du Plessis,33,0,2.0,4.0,17,0,0,45.0
Chennai Super Kings,Rajasthan Royals,1254069,MM Ali,32,0,2.0,2.0,21,0,0,42.0
Chennai Super Kings,Rajasthan Royals,1254069,MS Dhoni,18,0,0.0,2.0,17,0,0,24.0
Chennai Super Kings,Rajasthan Royals,1254069,RA Jadeja,9,0,0.0,1.0,7,0,0,14.0
Chennai Super Kings,Rajasthan Royals,1254069,SM Curran,13,0,1.0,0.0,6,0,0,19.0
Chennai Super Kings,Rajasthan Royals,1254069,SN Thakur,2,0,0.0,0.0,1,0,0,6.0
Chennai Super Kings,Rajasthan Royals,1254069,Suresh Raina,20,0,1.0,1.0,17,0,0,27.0
Chennai Super Kings,Rajasthan Royals,1254089,AS Raut,103,0,5.0,9.0,61,1,1,150.0
Chennai Super Kings,Rajasthan Royals,1254089,AT Rayudu,2,0,0.0,0.0,4,0,0,6.0
Chennai Super Kings,Rajasthan Royals,1254089,F du Plessis,25,0,1.0,2.0,19,0,0,33.0
Chennai Super Kings,Rajasthan Royals,1254089,MM Ali,22,0,1.0,1.0,18,0,0,29.0
Chennai Super Kings,Rajasthan Royals,1254089,RA Jadeja,34,0,1.0,4.0,15,0,0,44.0
Chennai Super Kings,Rajasthan Royals,1254089,Suresh Raina,3,0,0.0,0.0,5,0,0,7.0
Chennai Super Kings,Royal Challengers Bangalore,1136584,AT Rayudu,85,0,8.0,3.0,54,1,0,116.0
Chennai Super Kings,Royal Challengers Bangalore,1136584,DJ Bravo,14,0,1.0,1.0,7,0,0,21.0
Chennai Super Kings,Royal Challengers Bangalore,1136584,MS Dhoni,76,0,7.0,1.0,39,1,0,103.0
Chennai Super Kings,Royal Challengers Bangalore,1136584,RA Jadeja,4,0,0.0,0.0,6,0,0,8.0
Chennai Super Kings,Royal Challengers Bangalore,1136584,SK Raina,12,0,0.0,2.0,10,0,0,18.0
Chennai Super Kings,Royal Challengers Bangalore,1136584,SR Watson,7,0,1.0,0.0,4,0,0,13.0
Chennai Super Kings,Royal Challengers Bangalore,1136584,SW Billings,9,0,0.0,2.0,7,0,0,15.0
Chennai Super Kings,Royal Challengers Bangalore,1136595,AT Rayudu,34,0,2.0,3.0,25,0,0,45.0
Chennai Super Kings,Royal Challengers Bangalore,1136595,DJ Bravo,15,0,1.0,0.0,17,0,0,21.0
