,battingteam,bowlingteam,matchid,batsmanname,total_runs,duck,Sixes,Fours,balls,Fifties,hundreds,dreamll_score
204,Kolkata Knight Riders,Mumbai Indians,1254062,Shubman Gill,33,0,1.0,5.0,24,0,0,44.0
296,Mumbai Indians,Kolkata Knight Riders,1254062,HH Pandya,15,0,0.0,2.0,17,0,0,21.0
297,Mumbai Indians,Kolkata Knight Riders,1254062,Ishan Kishan,1,0,0.0,0.0,3,0,0,5.0
199,Kolkata Knight Riders,Mumbai Indians,1254062,KD Karthik,8,0,0.0,0.0,11,0,0,12.0
300,Mumbai Indians,Kolkata Knight Riders,1254062,KH Pandya,19,0,0.0,4.0,9,0,0,27.0
298,Mumbai Indians,Kolkata Knight Riders,1254062,JJ Bumrah,0,1,0.0,0.0,1,0,0,2.0
302,Mumbai Indians,Kolkata Knight Riders,1254062,Q de Kock,2,0,0.0,0.0,6,0,0,6.0
197,Kolkata Knight Riders,Mumbai Indians,1254062,EJG Morgan,7,0,0.0,1.0,7,0,0,12.0
301,Mumbai Indians,Kolkata Knight Riders,1254062,Marco Jansen,1,0,0.0,0.0,2,0,0,5.0
196,Kolkata Knight Riders,Mumbai Indians,1254062,AD Russell,10,0,0.0,1.0,14,0,0,15.0
303,Mumbai Indians,Kolkata Knight Riders,1254062,RD Chahar,8,0,0.0,0.0,7,0,0,12.0
304,Mumbai Indians,Kolkata Knight Riders,1254062,RG Sharma,43,0,1.0,3.0,32,0,0,52.0
305,Mumbai Indians,Kolkata Knight Riders,1254062,SA Yadav,58,0,2.0,7.0,37,1,0,81.0
640,Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,S Ahmed,15,0,1.0,0.0,10,0,0,21.0
739,Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,V Shankar,3,0,0.0,0.0,5,0,0,7.0
635,Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,AB de Villiers,1,0,0.0,0.0,5,0,0,5.0
636,Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,Dan Christian,1,0,0.0,0.0,2,0,0,5.0
637,Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,Devdutt Padikkal,13,0,0.0,2.0,13,0,0,19.0
638,Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,GJ Maxwell,64,0,3.0,5.0,42,1,0,87.0
639,Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,Kyle Jamieson,13,0,0.0,2.0,9,0,0,19.0
737,Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,Rashid Khan,18,0,1.0,0.0,8,0,0,24.0
736,Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,P Kumar,2,0,0.0,0.0,2,0,0,6.0
734,Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,JO Holder,5,0,0.0,0.0,5,0,0,9.0
733,Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,JM Bairstow,14,0,0.0,1.0,13,0,0,19.0
732,Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,DA Warner,56,0,1.0,7.0,39,1,0,77.0
731,Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,A Samad,0,1,0.0,0.0,2,0,0,2.0
642,Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,Washington Sundar,8,0,0.0,1.0,11,0,0,13.0
641,Royal Challengers Bangalore,Sunrisers Hyderabad,1254063,V Kohli,34,0,0.0,4.0,29,0,0,42.0
738,Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,S Nadeem,0,1,0.0,0.0,1,0,0,2.0
735,Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,MK Pandey,40,0,2.0,2.0,39,0,0,50.0
740,Sunrisers Hyderabad,Royal Challengers Bangalore,1254063,WP Saha,5,0,0.0,1.0,9,0,0,10.0
133,Delhi Capitals,Rajasthan Royals,1254064,R Ashwin,8,0,0.0,1.0,4,0,0,13.0
130,Delhi Capitals,Rajasthan Royals,1254064,L Yadav,21,0,0.0,3.0,25,0,0,28.0
131,Delhi Capitals,Rajasthan Royals,1254064,MP Stoinis,0,1,0.0,0.0,5,0,0,2.0
132,Delhi Capitals,Rajasthan Royals,1254064,PP Shaw,2,0,0.0,0.0,5,0,0,6.0
134,Delhi Capitals,Rajasthan Royals,1254064,RR Pant,52,0,0.0,9.0,32,1,0,73.0
135,Delhi Capitals,Rajasthan Royals,1254064,S Dhawan,9,0,0.0,1.0,11,0,0,14.0
136,Delhi Capitals,Rajasthan Royals,1254064,TK Curran,21,0,0.0,2.0,16,0,0,27.0
127,Delhi Capitals,Rajasthan Royals,1254064,AM Rahane,10,0,0.0,1.0,9,0,0,15.0
129,Delhi Capitals,Rajasthan Royals,1254064,K Rabada,9,0,0.0,1.0,4,0,0,14.0
471,Rajasthan Royals,Delhi Capitals,1254064,CH Morris,36,0,4.0,0.0,18,0,0,48.0
473,Rajasthan Royals,Delhi Capitals,1254064,JC Buttler,3,0,0.0,0.0,7,0,0,7.0
474,Rajasthan Royals,Delhi Capitals,1254064,JD Unadkat,11,0,1.0,0.0,7,0,0,17.0
475,Rajasthan Royals,Delhi Capitals,1254064,M Vohra,10,0,0.0,2.0,11,0,0,16.0
476,Rajasthan Royals,Delhi Capitals,1254064,R Parag,2,0,0.0,0.0,5,0,0,6.0
477,Rajasthan Royals,Delhi Capitals,1254064,R Tewatia,20,0,0.0,2.0,18,0,0,26.0
478,Rajasthan Royals,Delhi Capitals,1254064,S Dube,2,0,0.0,0.0,7,0,0,6.0
479,Rajasthan Royals,Delhi Capitals,1254064,SV Samson,4,0,0.0,1.0,3,0,0,9.0
472,Rajasthan Royals,Delhi Capitals,1254064,DA Miller,62,0,2.0,7.0,43,1,0,85.0
128,Delhi Capitals,Rajasthan Royals,1254064,Chris Woakes,15,0,0.0,2.0,11,0,0,21.0
359,Punjab Kings,Chennai Super Kings,1254065,CH Gayle,10,0,0.0,2.0,10,0,0,16.0
40,Chennai Super Kings,Punjab Kings,1254065,F du Plessis,41,0,1.0,5.0,33,0,0,52.0
38,Chennai Super Kings,Punjab Kings,1254065,AS Raut,5,0,0.0,0.0,16,0,0,9.0
360,Punjab Kings,Chennai Super Kings,1254065,DJ Hooda,11,0,0.0,1.0,16,0,0,16.0
361,Punjab Kings,Chennai Super Kings,1254065,Jhye Richardson,16,0,0.0,2.0,23,0,0,22.0
39,Chennai Super Kings,Punjab Kings,1254065,AT Rayudu,0,1,0.0,0.0,1,0,0,2.0
363,Punjab Kings,Chennai Super Kings,1254065,M Ashwin,6,0,0.0,0.0,14,0,0,10.0
364,Punjab Kings,Chennai Super Kings,1254065,MA Agarwal,0,1,0.0,0.0,2,0,0,2.0
362,Punjab Kings,Chennai Super Kings,1254065,KL Rahul,5,0,0.0,1.0,7,0,0,10.0
41,Chennai Super Kings,Punjab Kings,1254065,MM Ali,47,0,1.0,7.0,32,0,0,60.0
42,Chennai Super Kings,Punjab Kings,1254065,SM Curran,5,0,0.0,1.0,4,0,0,10.0
365,Punjab Kings,Chennai Super Kings,1254065,Mohammed Shami,9,0,0.0,0.0,12,0,0,13.0
366,Punjab Kings,Chennai Super Kings,1254065,N Pooran,0,1,0.0,0.0,2,0,0,2.0
367,Punjab Kings,Chennai Super Kings,1254065,Shahrukh Khan,49,0,2.0,4.0,38,0,0,61.0
43,Chennai Super Kings,Punjab Kings,1254065,Suresh Raina,9,0,0.0,1.0,10,0,0,14.0
701,Sunrisers Hyderabad,Mumbai Indians,1254066,Rashid Khan,0,1,0.0,0.0,1,0,0,2.0
698,Sunrisers Hyderabad,Mumbai Indians,1254066,MK Pandey,2,0,0.0,0.0,7,0,0,6.0
699,Sunrisers Hyderabad,Mumbai Indians,1254066,Mujeeb Ur Rahman,1,0,0.0,0.0,1,0,0,5.0
702,Sunrisers Hyderabad,Mumbai Indians,1254066,V Pratap Singh,11,0,0.0,1.0,12,0,0,16.0
693,Sunrisers Hyderabad,Mumbai Indians,1254066,A Samad,7,0,0.0,1.0,8,0,0,12.0
694,Sunrisers Hyderabad,Mumbai Indians,1254066,Abhishek Sharma,2,0,0.0,0.0,4,0,0,6.0
695,Sunrisers Hyderabad,Mumbai Indians,1254066,DA Warner,38,0,2.0,2.0,34,0,0,48.0
700,Sunrisers Hyderabad,Mumbai Indians,1254066,P Kumar,1,0,0.0,0.0,2,0,0,5.0
703,Sunrisers Hyderabad,Mumbai Indians,1254066,V Shankar,30,0,2.0,0.0,25,0,0,38.0
697,Sunrisers Hyderabad,Mumbai Indians,1254066,KK Ahmed,1,0,0.0,0.0,2,0,0,5.0
358,Mumbai Indians,Sunrisers Hyderabad,1254066,SA Yadav,10,0,1.0,1.0,6,0,0,17.0
353,Mumbai Indians,Sunrisers Hyderabad,1254066,Ishan Kishan,13,0,0.0,0.0,21,0,0,17.0
354,Mumbai Indians,Sunrisers Hyderabad,1254066,KA Pollard,37,0,3.0,1.0,22,0,0,48.0
355,Mumbai Indians,Sunrisers Hyderabad,1254066,KH Pandya,3,0,0.0,0.0,3,0,0,7.0
357,Mumbai Indians,Sunrisers Hyderabad,1254066,RG Sharma,37,0,2.0,3.0,25,0,0,48.0
356,Mumbai Indians,Sunrisers Hyderabad,1254066,Q de Kock,42,0,0.0,5.0,39,0,0,51.0
696,Sunrisers Hyderabad,Mumbai Indians,1254066,JM Bairstow,44,0,4.0,3.0,22,0,0,59.0
352,Mumbai Indians,Sunrisers Hyderabad,1254066,HH Pandya,8,0,0.0,1.0,6,0,0,13.0
575,Royal Challengers Bangalore,Kolkata Knight Riders,1254067,AB de Villiers,78,0,3.0,9.0,34,1,0,105.0
233,Kolkata Knight Riders,Royal Challengers Bangalore,1254067,AD Russell,32,0,2.0,3.0,20,0,0,43.0
234,Kolkata Knight Riders,Royal Challengers Bangalore,1254067,EJG Morgan,31,0,2.0,1.0,24,0,0,40.0
235,Kolkata Knight Riders,Royal Challengers Bangalore,1254067,Harbhajan Singh,2,0,0.0,0.0,2,0,0,6.0
236,Kolkata Knight Riders,Royal Challengers Bangalore,1254067,KD Karthik,2,0,0.0,0.0,5,0,0,6.0
237,Kolkata Knight Riders,Royal Challengers Bangalore,1254067,N Rana,18,0,1.0,2.0,11,0,0,26.0
238,Kolkata Knight Riders,Royal Challengers Bangalore,1254067,PJ Cummins,6,0,1.0,0.0,2,0,0,12.0
240,Kolkata Knight Riders,Royal Challengers Bangalore,1254067,Shakib Al Hasan,26,0,1.0,1.0,25,0,0,33.0
241,Kolkata Knight Riders,Royal Challengers Bangalore,1254067,Shubman Gill,22,0,2.0,2.0,10,0,0,32.0
242,Kolkata Knight Riders,Royal Challengers Bangalore,1254067,Varun Chakravarthy,2,0,0.0,0.0,3,0,0,6.0
580,Royal Challengers Bangalore,Kolkata Knight Riders,1254067,V Kohli,6,0,0.0,1.0,5,0,0,11.0
579,Royal Challengers Bangalore,Kolkata Knight Riders,1254067,Rajat Patidar,1,0,0.0,0.0,2,0,0,5.0
578,Royal Challengers Bangalore,Kolkata Knight Riders,1254067,Kyle Jamieson,11,0,1.0,1.0,4,0,0,18.0
576,Royal Challengers Bangalore,Kolkata Knight Riders,1254067,Devdutt Padikkal,27,0,0.0,2.0,28,0,0,33.0
239,Kolkata Knight Riders,Royal Challengers Bangalore,1254067,RA Tripathi,25,0,0.0,5.0,20,0,0,34.0
577,Royal Challengers Bangalore,Kolkata Knight Riders,1254067,GJ Maxwell,81,0,3.0,9.0,50,1,0,108.0
371,Punjab Kings,Delhi Capitals,1254068,MA Agarwal,71,0,4.0,6.0,35,1,0,97.0
369,Punjab Kings,Delhi Capitals,1254068,DJ Hooda,24,0,2.0,0.0,13,0,0,32.0
368,Punjab Kings,Delhi Capitals,1254068,CH Gayle,11,0,1.0,0.0,9,0,0,17.0
372,Punjab Kings,Delhi Capitals,1254068,N Pooran,9,0,0.0,1.0,8,0,0,14.0
373,Punjab Kings,Delhi Capitals,1254068,Shahrukh Khan,15,0,1.0,2.0,5,0,0,23.0
370,Punjab Kings,Delhi Capitals,1254068,KL Rahul,65,0,2.0,8.0,51,1,0,89.0
121,Delhi Capitals,Punjab Kings,1254068,SPD Smith,10,0,0.0,0.0,12,0,0,14.0
116,Delhi Capitals,Punjab Kings,1254068,L Yadav,13,0,0.0,1.0,6,0,0,18.0
117,Delhi Capitals,Punjab Kings,1254068,MP Stoinis,28,0,1.0,3.0,12,0,0,37.0
118,Delhi Capitals,Punjab Kings,1254068,PP Shaw,32,0,2.0,3.0,17,0,0,43.0
119,Delhi Capitals,Punjab Kings,1254068,RR Pant,17,0,1.0,0.0,16,0,0,23.0
120,Delhi Capitals,Punjab Kings,1254068,S Dhawan,98,0,2.0,13.0,49,1,0,127.0
461,Rajasthan Royals,Chennai Super Kings,1254069,Mustafizur Rahman,0,1,0.0,0.0,4,0,0,2.0
460,Rajasthan Royals,Chennai Super Kings,1254069,M Vohra,14,0,1.0,1.0,11,0,0,21.0
459,Rajasthan Royals,Chennai Super Kings,1254069,JD Unadkat,28,0,1.0,2.0,18,0,0,36.0
462,Rajasthan Royals,Chennai Super Kings,1254069,R Parag,3,0,0.0,0.0,7,0,0,7.0
49,Chennai Super Kings,Rajasthan Royals,1254069,MS Dhoni,18,0,0.0,2.0,17,0,0,24.0
457,Rajasthan Royals,Chennai Super Kings,1254069,DA Miller,3,0,0.0,0.0,5,0,0,7.0
456,Rajasthan Royals,Chennai Super Kings,1254069,CH Morris,0,1,0.0,0.0,2,0,0,2.0
48,Chennai Super Kings,Rajasthan Royals,1254069,MM Ali,32,0,2.0,2.0,21,0,0,42.0
47,Chennai Super Kings,Rajasthan Royals,1254069,F du Plessis,33,0,2.0,4.0,17,0,0,45.0
46,Chennai Super Kings,Rajasthan Royals,1254069,DJ Bravo,22,0,1.0,2.0,8,0,0,30.0
45,Chennai Super Kings,Rajasthan Royals,1254069,AT Rayudu,29,0,3.0,0.0,17,0,0,39.0
44,Chennai Super Kings,Rajasthan Royals,1254069,AS Raut,10,0,0.0,1.0,13,0,0,15.0
50,Chennai Super Kings,Rajasthan Royals,1254069,RA Jadeja,9,0,0.0,1.0,7,0,0,14.0
458,Rajasthan Royals,Chennai Super Kings,1254069,JC Buttler,52,0,1.0,5.0,35,1,0,71.0
463,Rajasthan Royals,Chennai Super Kings,1254069,R Tewatia,21,0,2.0,0.0,15,0,0,29.0
51,Chennai Super Kings,Rajasthan Royals,1254069,SM Curran,13,0,1.0,0.0,6,0,0,19.0
465,Rajasthan Royals,Chennai Super Kings,1254069,SV Samson,1,0,0.0,0.0,5,0,0,5.0
52,Chennai Super Kings,Rajasthan Royals,1254069,SN Thakur,2,0,0.0,0.0,1,0,0,6.0
53,Chennai Super Kings,Rajasthan Royals,1254069,Suresh Raina,20,0,1.0,1.0,17,0,0,27.0
464,Rajasthan Royals,Chennai Super Kings,1254069,S Dube,21,0,0.0,2.0,22,0,0,27.0
276,Mumbai Indians,Delhi Capitals,1254070,HH Pandya,0,1,0.0,0.0,1,0,0,2.0
285,Mumbai Indians,Delhi Capitals,1254070,TA Boult,1,0,0.0,0.0,1,0,0,5.0
284,Mumbai Indians,Delhi Capitals,1254070,SA Yadav,24,0,0.0,4.0,15,0,0,32.0
283,Mumbai Indians,Delhi Capitals,1254070,RG Sharma,48,0,3.0,4.0,30,0,0,62.0
282,Mumbai Indians,Delhi Capitals,1254070,RD Chahar,6,0,0.0,1.0,6,0,0,11.0
281,Mumbai Indians,Delhi Capitals,1254070,Q de Kock,3,0,0.0,0.0,4,0,0,7.0
280,Mumbai Indians,Delhi Capitals,1254070,KH Pandya,1,0,0.0,0.0,5,0,0,5.0
279,Mumbai Indians,Delhi Capitals,1254070,KA Pollard,2,0,0.0,0.0,5,0,0,6.0
278,Mumbai Indians,Delhi Capitals,1254070,JJ Bumrah,3,0,0.0,0.0,3,0,0,7.0
277,Mumbai Indians,Delhi Capitals,1254070,Ishan Kishan,26,0,1.0,1.0,28,0,0,33.0
107,Delhi Capitals,Mumbai Indians,1254070,SPD Smith,35,0,0.0,4.0,29,0,0,43.0
275,Mumbai Indians,Delhi Capitals,1254070,AS Yadav,23,0,0.0,1.0,22,0,0,28.0
103,Delhi Capitals,Mumbai Indians,1254070,PP Shaw,7,0,0.0,1.0,5,0,0,12.0
102,Delhi Capitals,Mumbai Indians,1254070,L Yadav,26,0,0.0,1.0,26,0,0,31.0
104,Delhi Capitals,Mumbai Indians,1254070,RR Pant,8,0,0.0,1.0,9,0,0,13.0
105,Delhi Capitals,Mumbai Indians,1254070,S Dhawan,47,0,1.0,5.0,42,0,0,58.0
106,Delhi Capitals,Mumbai Indians,1254070,SO Hetmyer,15,0,0.0,2.0,8,0,0,21.0
704,Sunrisers Hyderabad,Punjab Kings,1254071,DA Warner,40,0,1.0,3.0,38,0,0,49.0
705,Sunrisers Hyderabad,Punjab Kings,1254071,JM Bairstow,64,0,3.0,3.0,57,1,0,85.0
706,Sunrisers Hyderabad,Punjab Kings,1254071,KS Williamson,17,0,0.0,0.0,20,0,0,21.0
444,Punjab Kings,Sunrisers Hyderabad,1254071,MA Agarwal,22,0,0.0,2.0,25,0,0,28.0
447,Punjab Kings,Sunrisers Hyderabad,1254071,Shahrukh Khan,24,0,2.0,0.0,18,0,0,32.0
446,Punjab Kings,Sunrisers Hyderabad,1254071,Moises Henriques,18,0,0.0,1.0,17,0,0,23.0
443,Punjab Kings,Sunrisers Hyderabad,1254071,M Ashwin,9,0,0.0,1.0,10,0,0,14.0
440,Punjab Kings,Sunrisers Hyderabad,1254071,DJ Hooda,13,0,0.0,2.0,11,0,0,19.0
445,Punjab Kings,Sunrisers Hyderabad,1254071,Mohammed Shami,3,0,0.0,0.0,3,0,0,7.0
442,Punjab Kings,Sunrisers Hyderabad,1254071,KL Rahul,4,0,0.0,0.0,6,0,0,8.0
441,Punjab Kings,Sunrisers Hyderabad,1254071,F Allen,7,0,0.0,0.0,10,0,0,11.0
439,Punjab Kings,Sunrisers Hyderabad,1254071,CH Gayle,15,0,0.0,2.0,17,0,0,21.0
438,Punjab Kings,Sunrisers Hyderabad,1254071,Arshdeep Singh,5,0,0.0,1.0,2,0,0,10.0
169,Kolkata Knight Riders,Chennai Super Kings,1254072,SP Narine,4,0,0.0,1.0,3,0,0,9.0
168,Kolkata Knight Riders,Chennai Super Kings,1254072,RA Tripathi,8,0,0.0,1.0,9,0,0,13.0
167,Kolkata Knight Riders,Chennai Super Kings,1254072,PJ Cummins,74,0,6.0,5.0,34,1,0,103.0
166,Kolkata Knight Riders,Chennai Super Kings,1254072,N Rana,11,0,0.0,2.0,12,0,0,17.0
165,Kolkata Knight Riders,Chennai Super Kings,1254072,M Prasidh Krishna,0,1,0.0,0.0,1,0,0,2.0
170,Kolkata Knight Riders,Chennai Super Kings,1254072,Shubman Gill,0,1,0.0,0.0,1,0,0,2.0
8,Chennai Super Kings,Kolkata Knight Riders,1254072,AS Raut,66,0,4.0,6.0,40,1,0,92.0
9,Chennai Super Kings,Kolkata Knight Riders,1254072,F du Plessis,99,0,4.0,9.0,61,1,0,128.0
10,Chennai Super Kings,Kolkata Knight Riders,1254072,MM Ali,30,0,2.0,2.0,13,0,0,40.0
11,Chennai Super Kings,Kolkata Knight Riders,1254072,MS Dhoni,19,0,1.0,2.0,9,0,0,27.0
171,Kolkata Knight Riders,Chennai Super Kings,1254072,Varun Chakravarthy,0,1,0.0,0.0,1,0,0,2.0
161,Kolkata Knight Riders,Chennai Super Kings,1254072,AD Russell,57,0,6.0,3.0,21,1,0,84.0
162,Kolkata Knight Riders,Chennai Super Kings,1254072,EJG Morgan,8,0,0.0,1.0,8,0,0,13.0
163,Kolkata Knight Riders,Chennai Super Kings,1254072,KD Karthik,40,0,2.0,4.0,24,0,0,52.0
164,Kolkata Knight Riders,Chennai Super Kings,1254072,Kamlesh Nagarkoti,0,1,0.0,0.0,2,0,0,2.0
12,Chennai Super Kings,Kolkata Knight Riders,1254072,RA Jadeja,6,0,1.0,0.0,1,0,0,12.0
629,Royal Challengers Bangalore,Rajasthan Royals,1254073,V Kohli,72,0,3.0,6.0,47,1,0,96.0
518,Rajasthan Royals,Royal Challengers Bangalore,1254073,CH Morris,13,0,1.0,0.0,9,0,0,19.0
521,Rajasthan Royals,Royal Challengers Bangalore,1254073,JC Buttler,8,0,0.0,2.0,8,0,0,14.0
522,Rajasthan Royals,Royal Challengers Bangalore,1254073,M Vohra,7,0,0.0,1.0,9,0,0,12.0
523,Rajasthan Royals,Royal Challengers Bangalore,1254073,R Parag,25,0,0.0,4.0,16,0,0,33.0
524,Rajasthan Royals,Royal Challengers Bangalore,1254073,R Tewatia,42,0,2.0,4.0,23,0,0,54.0
628,Royal Challengers Bangalore,Rajasthan Royals,1254073,Devdutt Padikkal,109,0,6.0,11.0,54,1,1,160.0
519,Rajasthan Royals,Royal Challengers Bangalore,1254073,Chetan Sakariya,0,1,0.0,0.0,1,0,0,2.0
527,Rajasthan Royals,Royal Challengers Bangalore,1254073,SV Samson,22,0,1.0,2.0,18,0,0,30.0
520,Rajasthan Royals,Royal Challengers Bangalore,1254073,DA Miller,0,1,0.0,0.0,2,0,0,2.0
526,Rajasthan Royals,Royal Challengers Bangalore,1254073,S Gopal,7,0,1.0,0.0,4,0,0,13.0
525,Rajasthan Royals,Royal Challengers Bangalore,1254073,S Dube,53,0,2.0,6.0,32,1,0,75.0
317,Mumbai Indians,Punjab Kings,1254074,KH Pandya,3,0,0.0,0.0,3,0,0,7.0
401,Punjab Kings,Mumbai Indians,1254074,MA Agarwal,26,0,1.0,3.0,19,0,0,35.0
318,Mumbai Indians,Punjab Kings,1254074,Q de Kock,3,0,0.0,0.0,5,0,0,7.0
399,Punjab Kings,Mumbai Indians,1254074,CH Gayle,46,0,2.0,5.0,36,0,0,59.0
320,Mumbai Indians,Punjab Kings,1254074,SA Yadav,34,0,1.0,3.0,28,0,0,43.0
314,Mumbai Indians,Punjab Kings,1254074,HH Pandya,2,0,0.0,0.0,4,0,0,6.0
315,Mumbai Indians,Punjab Kings,1254074,Ishan Kishan,6,0,0.0,0.0,17,0,0,10.0
319,Mumbai Indians,Punjab Kings,1254074,RG Sharma,63,0,2.0,5.0,52,1,0,84.0
400,Punjab Kings,Mumbai Indians,1254074,KL Rahul,60,0,3.0,3.0,52,1,0,81.0
316,Mumbai Indians,Punjab Kings,1254074,KA Pollard,20,0,1.0,1.0,12,0,0,27.0
493,Rajasthan Royals,Kolkata Knight Riders,1254075,Yashasvi Jaiswal,22,0,0.0,5.0,17,0,0,31.0
491,Rajasthan Royals,Kolkata Knight Riders,1254075,S Dube,23,0,1.0,2.0,19,0,0,31.0
490,Rajasthan Royals,Kolkata Knight Riders,1254075,R Tewatia,6,0,0.0,0.0,8,0,0,10.0
489,Rajasthan Royals,Kolkata Knight Riders,1254075,JC Buttler,7,0,0.0,1.0,7,0,0,12.0
492,Rajasthan Royals,Kolkata Knight Riders,1254075,SV Samson,50,0,1.0,2.0,42,1,0,66.0
488,Rajasthan Royals,Kolkata Knight Riders,1254075,DA Miller,26,0,0.0,3.0,24,0,0,33.0
230,Kolkata Knight Riders,Rajasthan Royals,1254075,SP Narine,6,0,0.0,1.0,7,0,0,11.0
229,Kolkata Knight Riders,Rajasthan Royals,1254075,RA Tripathi,37,0,2.0,1.0,26,0,0,46.0
228,Kolkata Knight Riders,Rajasthan Royals,1254075,PJ Cummins,11,0,1.0,0.0,6,0,0,17.0
227,Kolkata Knight Riders,Rajasthan Royals,1254075,N Rana,24,0,1.0,1.0,26,0,0,31.0
226,Kolkata Knight Riders,Rajasthan Royals,1254075,KD Karthik,26,0,0.0,4.0,24,0,0,34.0
225,Kolkata Knight Riders,Rajasthan Royals,1254075,AD Russell,13,0,1.0,0.0,8,0,0,19.0
231,Kolkata Knight Riders,Rajasthan Royals,1254075,Shivam Mavi,5,0,0.0,1.0,7,0,0,10.0
232,Kolkata Knight Riders,Rajasthan Royals,1254075,Shubman Gill,11,0,0.0,1.0,19,0,0,16.0
557,Royal Challengers Bangalore,Chennai Super Kings,1254076,NA Saini,3,0,0.0,0.0,5,0,0,7.0
556,Royal Challengers Bangalore,Chennai Super Kings,1254076,M Siraj,12,0,1.0,0.0,14,0,0,18.0
559,Royal Challengers Bangalore,Chennai Super Kings,1254076,Washington Sundar,9,0,0.0,1.0,11,0,0,14.0
554,Royal Challengers Bangalore,Chennai Super Kings,1254076,HV Patel,1,0,0.0,0.0,8,0,0,5.0
553,Royal Challengers Bangalore,Chennai Super Kings,1254076,GJ Maxwell,22,0,0.0,3.0,15,0,0,29.0
552,Royal Challengers Bangalore,Chennai Super Kings,1254076,Devdutt Padikkal,36,0,2.0,4.0,16,0,0,48.0
560,Royal Challengers Bangalore,Chennai Super Kings,1254076,YS Chahal,8,0,0.0,0.0,21,0,0,12.0
60,Chennai Super Kings,Royal Challengers Bangalore,1254076,AS Raut,35,0,1.0,4.0,26,0,0,45.0
61,Chennai Super Kings,Royal Challengers Bangalore,1254076,AT Rayudu,14,0,1.0,1.0,7,0,0,21.0
62,Chennai Super Kings,Royal Challengers Bangalore,1254076,F du Plessis,51,0,1.0,5.0,42,1,0,70.0
63,Chennai Super Kings,Royal Challengers Bangalore,1254076,MS Dhoni,2,0,0.0,0.0,3,0,0,6.0
64,Chennai Super Kings,Royal Challengers Bangalore,1254076,RA Jadeja,64,0,4.0,4.0,28,1,0,88.0
558,Royal Challengers Bangalore,Chennai Super Kings,1254076,V Kohli,10,0,0.0,1.0,8,0,0,15.0
555,Royal Challengers Bangalore,Chennai Super Kings,1254076,Kyle Jamieson,16,0,1.0,1.0,13,0,0,23.0
65,Chennai Super Kings,Royal Challengers Bangalore,1254076,Suresh Raina,25,0,3.0,1.0,18,0,0,36.0
550,Royal Challengers Bangalore,Chennai Super Kings,1254076,AB de Villiers,4,0,0.0,0.0,9,0,0,8.0
551,Royal Challengers Bangalore,Chennai Super Kings,1254076,Dan Christian,1,0,0.0,0.0,3,0,0,5.0
156,Delhi Capitals,Sunrisers Hyderabad,1254077,SPD Smith,35,0,1.0,3.0,25,0,0,44.0
663,Sunrisers Hyderabad,Delhi Capitals,1254077,Rashid Khan,0,1,0.0,0.0,1,0,0,2.0
664,Sunrisers Hyderabad,Delhi Capitals,1254077,V Pratap Singh,5,0,0.0,0.0,14,0,0,9.0
665,Sunrisers Hyderabad,Delhi Capitals,1254077,V Shankar,8,0,0.0,0.0,7,0,0,12.0
662,Sunrisers Hyderabad,Delhi Capitals,1254077,KS Williamson,70,0,0.0,8.0,53,1,0,90.0
661,Sunrisers Hyderabad,Delhi Capitals,1254077,KM Jadhav,10,0,0.0,1.0,10,0,0,15.0
657,Sunrisers Hyderabad,Delhi Capitals,1254077,Abhishek Sharma,6,0,0.0,0.0,6,0,0,10.0
659,Sunrisers Hyderabad,Delhi Capitals,1254077,J Suchith,16,0,1.0,2.0,6,0,0,24.0
658,Sunrisers Hyderabad,Delhi Capitals,1254077,DA Warner,6,0,0.0,0.0,8,0,0,10.0
155,Delhi Capitals,Sunrisers Hyderabad,1254077,SO Hetmyer,1,0,0.0,0.0,2,0,0,5.0
151,Delhi Capitals,Sunrisers Hyderabad,1254077,MP Stoinis,2,0,0.0,0.0,2,0,0,6.0
152,Delhi Capitals,Sunrisers Hyderabad,1254077,PP Shaw,54,0,1.0,7.0,39,1,0,75.0
153,Delhi Capitals,Sunrisers Hyderabad,1254077,RR Pant,38,0,1.0,4.0,27,0,0,48.0
154,Delhi Capitals,Sunrisers Hyderabad,1254077,S Dhawan,29,0,0.0,3.0,26,0,0,36.0
660,Sunrisers Hyderabad,Delhi Capitals,1254077,JM Bairstow,38,0,4.0,3.0,18,0,0,53.0
386,Punjab Kings,Kolkata Knight Riders,1254078,KL Rahul,19,0,1.0,2.0,20,0,0,27.0
